Change Type,Postal Code,Building Name,Address,Building Type,Date Processed,Previous Name,Location Change (meters)
New Building,431024,24A Sampan Place,"24A Sampan Place, Singapore 431024",Residential,27/05/2025,,
New Building,431025,25A Sampan Place,"25A Sampan Place, Singapore 431025",Residential,27/05/2025,,
New Building,431026,26A Kampong Arang Road,"26A Kampong Arang Road, Singapore 431026",Residential,27/05/2025,,
New Building,431028,28A Kampong Arang Road,"28A Kampong Arang Road, Singapore 431028",Residential,27/05/2025,,
New Building,431029,29A Kampong Arang Road,"29A Kampong Arang Road, Singapore 431029",Residential,27/05/2025,,
New Building,431031,31A Tanjong Rhu Close,"31A Tanjong Rhu Close, Singapore 431031",Residential,27/05/2025,,
New Building,431032,32A Tanjong Rhu Close,"32A Tanjong Rhu Close, Singapore 431032",Residential,27/05/2025,,
New Building,431033,33A Tanjong Rhu Close,"33A Tanjong Rhu Close, Singapore 431033",Residential,27/05/2025,,
New Building,432024,24B Sampan Place,"24B Sampan Place, Singapore 432024",Residential,27/05/2025,,
New Building,432026,26B Kampong Arang Road,"26B Kampong Arang Road, Singapore 432026",Residential,27/05/2025,,
New Building,432028,28B Kampong Arang Road,"28B Kampong Arang Road, Singapore 432028",Residential,27/05/2025,,
New Building,432029,29B Kampong Arang Road,"29B Kampong Arang Road, Singapore 432029",Residential,27/05/2025,,
New Building,433024,24C Sampan Place,"24C Sampan Place, Singapore 433024",Residential,27/05/2025,,
New Building,433028,28C Kampong Arang Road,"28C Kampong Arang Road, Singapore 433028",Residential,27/05/2025,,
New Building,438663,Bay East Garden,"2 Founders Drive Bay East Garden, Singapore 438663",Non-Residential,27/05/2025,,
New Building,438955,31 Rose Lane,"31 Rose Lane, Singapore 438955",Residential,27/05/2025,,
New Building,438956,33 Rose Lane,"33 Rose Lane, Singapore 438956",Residential,27/05/2025,,
New Building,456254,6C Palm Avenue,"6C Palm Avenue, Singapore 456254",Residential,27/05/2025,,
New Building,456255,6B Palm Avenue,"6B Palm Avenue, Singapore 456255",Residential,27/05/2025,,
New Building,456340,92F Upper East Coast Road,"92F Upper East Coast Road, Singapore 456340",Residential,27/05/2025,,
New Building,456592,6A Tay Lian Teck Road,"6A Tay Lian Teck Road, Singapore 456592",Residential,27/05/2025,,
New Building,460813,813 Chai Chee Lane,"813 Chai Chee Lane, Singapore 460813",Residential,27/05/2025,,
New Building,460814,814 Chai Chee Lane,"814 Chai Chee Lane, Singapore 460814",Residential,27/05/2025,,
New Building,460815,815 Chai Chee Lane,"815 Chai Chee Lane, Singapore 460815",Residential,27/05/2025,,
New Building,460816,816 Chai Chee Lane,"816 Chai Chee Lane, Singapore 460816",Residential,27/05/2025,,
New Building,461049,49A New Upper Changi Road,"49A New Upper Changi Road, Singapore 461049",Residential,27/05/2025,,
New Building,461813,813A Chai Chee Lane,"813A Chai Chee Lane, Singapore 461813",Residential,27/05/2025,,
New Building,461814,814A Chai Chee Lane,"814A Chai Chee Lane, Singapore 461814",Residential,27/05/2025,,
New Building,461815,815A Chai Chee Lane,"815A Chai Chee Lane, Singapore 461815",Residential,27/05/2025,,
New Building,461816,816A Chai Chee Lane,"816A Chai Chee Lane, Singapore 461816",Residential,27/05/2025,,
New Building,462049,49B New Upper Changi Road,"49B New Upper Changi Road, Singapore 462049",Residential,27/05/2025,,
New Building,462814,814B Chai Chee Lane,"814B Chai Chee Lane, Singapore 462814",Residential,27/05/2025,,
New Building,462815,815B Chai Chee Lane,"815B Chai Chee Lane, Singapore 462815",Residential,27/05/2025,,
New Building,462816,816B Chai Chee Lane,"816B Chai Chee Lane, Singapore 462816",Residential,27/05/2025,,
New Building,469726,208 Bedok South Avenue 1,"208 Bedok South Avenue 1, Singapore 469726",Residential,27/05/2025,,
New Building,488512,Apollo Gardens,"32A Sunbird Circle Apollo Gardens, Singapore 488512",Non-Residential,27/05/2025,,
New Building,499918,8A Changi East Close,"8A Changi East Close, Singapore 499918",Residential,27/05/2025,,
New Building,508293,42-3 Pulau Ubin,"42-3 Pulau Ubin, Singapore 508293",Residential,27/05/2025,,
New Building,509904,31 Flora Drive,"31 Flora Drive, Singapore 509904",Residential,27/05/2025,,
New Building,509905,33 Flora Drive,"33 Flora Drive, Singapore 509905",Residential,27/05/2025,,
New Building,509906,35 Flora Drive,"35 Flora Drive, Singapore 509906",Residential,27/05/2025,,
New Building,509912,37 Flora Drive,"37 Flora Drive, Singapore 509912",Residential,27/05/2025,,
New Building,509919,39 Flora Drive,"39 Flora Drive, Singapore 509919",Residential,27/05/2025,,
New Building,520973,973 Tampines Street 94,"973 Tampines Street 94, Singapore 520973",Residential,27/05/2025,,
New Building,520974,974 Tampines Street 94,"974 Tampines Street 94, Singapore 520974",Residential,27/05/2025,,
New Building,521973,973A Tampines Street 94,"973A Tampines Street 94, Singapore 521973",Residential,27/05/2025,,
New Building,521974,974A Tampines Street 94,"974A Tampines Street 94, Singapore 521974",Residential,27/05/2025,,
New Building,522973,973B Tampines Street 94,"973B Tampines Street 94, Singapore 522973",Residential,27/05/2025,,
New Building,522974,974B Tampines Street 94,"974B Tampines Street 94, Singapore 522974",Residential,27/05/2025,,
New Building,546389,1 Anchorvale Close,"1 Anchorvale Close, Singapore 546389",Residential,27/05/2025,,
New Building,559504,12A Brighton Crescent,"12A Brighton Crescent, Singapore 559504",Residential,27/05/2025,,
New Building,559591,12B Brighton Crescent,"12B Brighton Crescent, Singapore 559591",Residential,27/05/2025,,
New Building,575497,Westlake Gardens,"39A Westlake Avenue Westlake Gardens, Singapore 575497",Non-Residential,27/05/2025,,
New Building,609690,Jurong East MRT Station (je5),"Jurong East Street 12 Jurong East MRT Station (je5), Singapore 609690",Non-Residential,27/05/2025,,
New Building,730194,Woodlands Centre Road,"194 Woodlands Centre Road, Singapore 730194",Non-Residential,27/05/2025,,
New Building,731194,Woodlands Centre Road,"194A Woodlands Centre Road, Singapore 731194",Non-Residential,27/05/2025,,
New Building,760972,972 Lorong Chencharu,"972 Lorong Chencharu, Singapore 760972",Residential,27/05/2025,,
New Building,760973,973 Lorong Chencharu,"973 Lorong Chencharu, Singapore 760973",Residential,27/05/2025,,
New Building,760974,974 Lorong Chencharu,"974 Lorong Chencharu, Singapore 760974",Residential,27/05/2025,,
New Building,761972,972A Lorong Chencharu,"972A Lorong Chencharu, Singapore 761972",Residential,27/05/2025,,
New Building,761973,973A Lorong Chencharu,"973A Lorong Chencharu, Singapore 761973",Residential,27/05/2025,,
New Building,761974,974A Lorong Chencharu,"974A Lorong Chencharu, Singapore 761974",Residential,27/05/2025,,
New Building,762972,972B Lorong Chencharu,"972B Lorong Chencharu, Singapore 762972",Residential,27/05/2025,,
New Building,762973,973B Lorong Chencharu,"973B Lorong Chencharu, Singapore 762973",Residential,27/05/2025,,
New Building,762974,974B Lorong Chencharu,"974B Lorong Chencharu, Singapore 762974",Residential,27/05/2025,,
New Building,763972,972C Lorong Chencharu,"972C Lorong Chencharu, Singapore 763972",Residential,27/05/2025,,
New Building,763973,973C Lorong Chencharu,"973C Lorong Chencharu, Singapore 763973",Residential,27/05/2025,,
New Building,763974,974C Lorong Chencharu,"974C Lorong Chencharu, Singapore 763974",Residential,27/05/2025,,
New Building,764974,974D Lorong Chencharu,"974D Lorong Chencharu, Singapore 764974",Residential,27/05/2025,,
New Building,799346,301 Seletar North Link,"301 Seletar North Link, Singapore 799346",Residential,27/05/2025,,
Name Change,539786,80 Bartley Road,"80 Bartley Road, Singapore 539786",Residential,27/05/2025,MARIS STELLA HIGH SCHOOL,
Name Change,518969,Hai Sing Catholic School (till 31 Dec 2025),"15 Pasir Ris Street 21 Hai Sing Catholic School (till 31 Dec 2025), Singapore 518969",Non-Residential,27/05/2025,NIL,
Name Change,467353,860 New Upper Changi Road,"860 New Upper Changi Road, Singapore 467353",Residential,27/05/2025,NIL,
Name Change,59571,5 Magazine Road,"5 Magazine Road, Singapore 59571",Residential,27/05/2025,NIL,
Name Change,787545,E-mesh Building,"110 Tagore Lane E-mesh Building, Singapore 787545",Non-Residential,27/05/2025,SINDO INDUSTRIAL ESTATE,
Name Change,398993,12 Lorong 12 Geylang,"12 Lorong 12 Geylang, Singapore 398993",Residential,27/05/2025,YAJU HOTEL,
Name Change,729826,80 Mandai Lake Road,"80 Mandai Lake Road, Singapore 729826",Residential,27/05/2025,RIVER SAFARI,
Name Change,788879,26 Lentor Central,"26 Lentor Central, Singapore 788879",Residential,27/05/2025,NIL,
Name Change,599489,Ngee Ann Polytechnic (blk 1),"535 Clementi Road Ngee Ann Polytechnic (blk 1), Singapore 599489",Non-Residential,27/05/2025,NGEE ANN POLYTECHNIC (BLK 15),
Name Change,298805,36C Kheam Hock Road,"36C Kheam Hock Road, Singapore 298805",Residential,27/05/2025,KEW LODGE,
Name Change,239219,1 Leonie Hill,"1 Leonie Hill, Singapore 239219",Residential,27/05/2025,NIL,
Name Change,199016,133 Jalan Sultan,"133 Jalan Sultan, Singapore 199016",Residential,27/05/2025,KAMPONG GLAM CONSERVATION AREA,
Name Change,309083,39 Gilstead Road,"39 Gilstead Road, Singapore 309083",Residential,27/05/2025,CASA CONTENDERE,
Name Change,258991,Gallop Villas,"95 Gallop Park Road Gallop Villas, Singapore 258991",Non-Residential,27/05/2025,NIL,
Name Change,360203,Woodleigh Bus Interchange,"203 Bidadari Park Drive Woodleigh Bus Interchange, Singapore 360203",Non-Residential,27/05/2025,BUS INTERCHANGE,
Name Change,519422,3A Pasir Ris Drive 6,"3A Pasir Ris Drive 6, Singapore 519422",Residential,27/05/2025,NIL,
Name Change,637311,Tuas Logistics Hub,"20A Tuas South Avenue 14 Tuas Logistics Hub, Singapore 637311",Non-Residential,27/05/2025,LOGOS TUAS LOGISTICS HUB,
Name Change,297733,83A Kheam Hock Road,"83A Kheam Hock Road, Singapore 297733",Residential,27/05/2025,NIL,
Name Change,548926,Hillside World Academy,"11 Hillside Drive Hillside World Academy, Singapore 548926",Non-Residential,27/05/2025,NIL,
Name Change,619092,Hh Group Building,"17 Jurong Port Road Hh Group Building, Singapore 619092",Non-Residential,27/05/2025,NIL,
Name Change,347722,12 Tannery Road,"12 Tannery Road, Singapore 347722",Residential,27/05/2025,NIL,
Name Change,229725,71 Cairnhill Road,"71 Cairnhill Road, Singapore 229725",Residential,27/05/2025,KLIMT CAIRNHILL (U/C),
Name Change,59572,7 Magazine Road,"7 Magazine Road, Singapore 59572",Residential,27/05/2025,NIL,
Name Change,129297,69 Faber Green,"69 Faber Green, Singapore 129297",Residential,27/05/2025,NIL,
Name Change,639191,Penta-chem Building,"48 Tuas Avenue 9 Penta-chem Building, Singapore 639191",Non-Residential,27/05/2025,KIAN GUAN INDUSTRIES BUILDING,
Name Change,737853,Calrose Academy Pte. Ltd.,"11 Woodlands Close Calrose Academy Pte. Ltd., Singapore 737853",Non-Residential,27/05/2025,BETHESDA CHRISTIAN CENTRE,
Name Change,639932,Singapore Rail Test Centre,"450 Jalan Ahmad Ibrahim Singapore Rail Test Centre, Singapore 639932",Non-Residential,27/05/2025,INTEGRATED TRAIN TESTING CENTRE,
Name Change,59828,28 Havelock Road,"28 Havelock Road, Singapore 59828",Residential,27/05/2025,NIL,
Name Change,228120,11 Upper Wilkie Road,"11 Upper Wilkie Road, Singapore 228120",Residential,27/05/2025,INTERCULTURAL THEATRE INSTITUTE,
Name Change,169057,261 Outram Road,"261 Outram Road, Singapore 169057",Residential,27/05/2025,NIL,
Name Change,427030,89 Koon Seng Road,"89 Koon Seng Road, Singapore 427030",Residential,27/05/2025,EAST COURT,
Name Change,59964,5 Havelock Square,"5 Havelock Square, Singapore 59964",Residential,27/05/2025,FAMILY JUSTICE COURTS,
Name Change,768765,Pba Building,"543 Yishun Industrial Park a Pba Building, Singapore 768765",Non-Residential,27/05/2025,NIL,
Name Change,178903,SMU De Suantio Gallery,"90 Stamford Road SMU De Suantio Gallery, Singapore 178903",Non-Residential,27/05/2025,SINGAPORE MANAGEMENT UNIVERSITY (SCH OF ECONOMICS AND SOCIAL SCI),
Name Change,649149,Gek Poh Ville Community Club,"1 Jurong West Street 74 Gek Poh Ville Community Club, Singapore 649149",Non-Residential,27/05/2025,GEK POH VILLE COMMUNITY CLUB (PENDING U/C),
Name Change,59570,3 Magazine Road,"3 Magazine Road, Singapore 59570",Residential,27/05/2025,NIL,
Name Change,439835,114B Arthur Road,"114B Arthur Road, Singapore 439835",Residential,27/05/2025,LIV @ MB (U/C),
Name Change,788877,22 Lentor Central,"22 Lentor Central, Singapore 788877",Residential,27/05/2025,NIL,
Name Change,159543,98 Henderson Road,"98 Henderson Road, Singapore 159543",Residential,27/05/2025,YO:HA @ HENDERSON,
Name Change,788880,28 Lentor Central,"28 Lentor Central, Singapore 788880",Residential,27/05/2025,NIL,
Name Change,519872,Pasir Ris Integrated Transport Hub,"71 Pasir Ris Drive 3 Pasir Ris Integrated Transport Hub, Singapore 519872",Non-Residential,27/05/2025,BUS INTECHANGE,
Name Change,439826,114A Arthur Road,"114A Arthur Road, Singapore 439826",Residential,27/05/2025,LIV @ MB (U/C),
Name Change,739062,Woodlands Ring Secondary School (till Jan 2029),"21 Woodlands Avenue 1 Woodlands Ring Secondary School (till Jan 2029), Singapore 739062",Non-Residential,27/05/2025,FUCHUN SECONDARY SCHOOL,
Name Change,347788,31 Tannery Lane,"31 Tannery Lane, Singapore 347788",Residential,27/05/2025,NIL,
Name Change,178902,SMU School of Computing & Information Systems 1,"80 Stamford Road SMU School of Computing & Information Systems 1, Singapore 178902",Non-Residential,27/05/2025,SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF INFORMATION SYSTEMS),
Name Change,69537,137 Cecil Street,"137 Cecil Street, Singapore 69537",Residential,27/05/2025,CECIL BUILDING,
Name Change,637312,Tuas Logistics Hub,"20 Tuas South Avenue 14 Tuas Logistics Hub, Singapore 637312",Non-Residential,27/05/2025,LOGOS TUAS LOGISTICS HUB,
Name Change,698928,Home Team Academy (blk 10),"501 Old Choa Chu Kang Road Home Team Academy (blk 10), Singapore 698928",Non-Residential,27/05/2025,HOME TEAM ACADEMY (BLK 1),
Name Change,519490,501 Pasir Ris Drive 3,"501 Pasir Ris Drive 3, Singapore 519490",Residential,27/05/2025,PASIR RIS BUS INTERCHANGE,
Name Change,59829,26 Havelock Road,"26 Havelock Road, Singapore 59829",Residential,27/05/2025,NIL,
Name Change,439836,114C Arthur Road,"114C Arthur Road, Singapore 439836",Residential,27/05/2025,LIV @ MB (U/C),
Name Change,669317,2 Hillview Road,"2 Hillview Road, Singapore 669317",Residential,27/05/2025,NIL,
Name Change,259463,58 Dalvey Road,"58 Dalvey Road, Singapore 259463",Residential,27/05/2025,NIL,
Name Change,788878,24 Lentor Central,"24 Lentor Central, Singapore 788878",Residential,27/05/2025,NIL,
Name Change,574250,Westlake Gardens,"39 Westlake Avenue Westlake Gardens, Singapore 574250",Non-Residential,27/05/2025,NIL,
Name Change,439837,114D Arthur Road,"114D Arthur Road, Singapore 439837",Residential,27/05/2025,LIV @ MB (U/C),
Name Change,529482,5 Tampines Central 6,"5 Tampines Central 6, Singapore 529482",Residential,27/05/2025,TAMPINES CENTRAL POST OFFICE,
Name Change,389823,Yhwh Building,"81 Aljunied Road Yhwh Building, Singapore 389823",Non-Residential,27/05/2025,NIL,
Name Change,48621,24 Raffles Place,"24 Raffles Place, Singapore 48621",Residential,27/05/2025,CLIFFORD CENTRE,
Name Change,179943,SMU Yong Pung How School of Law,"55 Armenian Street SMU Yong Pung How School of Law, Singapore 179943",Non-Residential,27/05/2025,SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF LAW),
Name Change,397662,61 Westerhout Road,"61 Westerhout Road, Singapore 397662",Residential,27/05/2025,AQ @ WESTERHOUT,
Name Change,298333,Thomson Police Complex (blk 10 Annex),"1 Mount Pleasant Road Thomson Police Complex (blk 10 Annex), Singapore 298333",Non-Residential,27/05/2025,THOMSON POLICE COMPLEX (BLK 1),
Location Change,627869,5 Ayer Chawan Place,"5 Ayer Chawan Place, Singapore 627869",Residential,27/05/2025,NIL,568.44
Location Change,679525,201 Chestnut Avenue,"201 Chestnut Avenue, Singapore 679525",Residential,27/05/2025,NIL,698.18
Location Change,628260,1 Merlimau Road,"1 Merlimau Road, Singapore 628260",Residential,27/05/2025,NIL,947.07
Location Change,627867,100 Jurong Island Highway,"100 Jurong Island Highway, Singapore 627867",Residential,27/05/2025,NIL,2139.09
Location Change,628208,1 Seraya Avenue,"1 Seraya Avenue, Singapore 628208",Residential,27/05/2025,NIL,1170.47
Name And Location Change,460049,49 New Upper Changi Road,"49 New Upper Changi Road, Singapore 460049",Residential,27/05/2025,NIL,554.88
