blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,is_non_residential,name_formatted,address_formatted
20,JURONG WEST STREET 92,649000,JIN FU GONG TEMPLE,1.34101662020091,103.690499289121,name_change,NIL,1.34079304701319,103.690470022063,True,Jin Fu Gong Temple,"20 Jurong West Street 92 Jin Fu Gong Temple, Singapore 649000"
3,SAINT WILFRED ROAD,327920,NIL,1.32523298644982,103.861729832418,name_change,SAINT WILFRID FIELD,1.32522688972179,103.861719003698,False,3 Saint Wilfred Road,"3 Saint Wilfred Road, Singapore 327920"
