Change Type,Postal Code,Building Name,Address,Building Type,Date Processed,Previous Name,Location Change (meters)
Name Change,692102,102B Plantation Close,"102B Plantation Close, Singapore 692102",Residential,04/09/2025,NIL,
Name Change,690100,100 Plantation Close,"100 Plantation Close, Singapore 690100",Residential,04/09/2025,NIL,
Name Change,188066,Central Arts Library,"98 Victoria Street Central Arts Library, Singapore 188066",Non-Residential,04/09/2025,INFORMATICS ACADEMY,
Name Change,160098,98 Havelock Road,"98 Havelock Road, Singapore 160098",Residential,04/09/2025,NIL,
Name Change,551128,128A Serangoon North Avenue 1,"128A Serangoon North Avenue 1, Singapore 551128",Residential,04/09/2025,NIL,
Name Change,131064,64A Commonwealth Avenue West,"64A Commonwealth Avenue West, Singapore 131064",Residential,04/09/2025,NIL,
Name Change,690102,102 Plantation Close,"102 Plantation Close, Singapore 690102",Residential,04/09/2025,NIL,
Name Change,691101,101A Plantation Close,"101A Plantation Close, Singapore 691101",Residential,04/09/2025,NIL,
Name Change,528907,Pathlight School (tampines),"4 Tampines Street 91 Pathlight School (tampines), Singapore 528907",Non-Residential,04/09/2025,NIL,
Name Change,699892,Copen Grand,"63 Tengah Garden Walk Copen Grand, Singapore 699892",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,320125,125 Jalan Rajah,"125 Jalan Rajah, Singapore 320125",Residential,04/09/2025,NIL,
Name Change,550267,Market,"267 Serangoon Avenue 3 Market, Singapore 550267",Non-Residential,04/09/2025,NIL,
Name Change,791419,419A Fernvale Link,"419A Fernvale Link, Singapore 791419",Residential,04/09/2025,NIL,
Name Change,131065,65A Commonwealth Avenue West,"65A Commonwealth Avenue West, Singapore 131065",Residential,04/09/2025,NIL,
Name Change,210018,Farrer Park Fields,"18 Farrer Park Road Farrer Park Fields, Singapore 210018",Non-Residential,04/09/2025,NIL,
Name Change,652459,459B Bukit Batok West Avenue 8,"459B Bukit Batok West Avenue 8, Singapore 652459",Residential,04/09/2025,NIL,
Name Change,259598,National Biodiversity Centre,"1B Cluny Road National Biodiversity Centre, Singapore 259598",Non-Residential,04/09/2025,NIL,
Name Change,575628,8 Sin Ming Road,"8 Sin Ming Road, Singapore 575628",Residential,04/09/2025,NIL,
Name Change,257488,Singapore Botanic Gardens (the Garage),"50 Cluny Park Road Singapore Botanic Gardens (the Garage), Singapore 257488",Non-Residential,04/09/2025,THE GARAGE (SINGAPORE BOTANIC GARDENS),
Name Change,651457,457A Bukit Batok West Avenue 8,"457A Bukit Batok West Avenue 8, Singapore 651457",Residential,04/09/2025,NIL,
Name Change,641402,402A Jurong West Street 42,"402A Jurong West Street 42, Singapore 641402",Residential,04/09/2025,NIL,
Name Change,731592,592A Woodlands Drive 17,"592A Woodlands Drive 17, Singapore 731592",Residential,04/09/2025,NIL,
Name Change,211016,Farrer Park Fields,"16A Farrer Park Road Farrer Park Fields, Singapore 211016",Non-Residential,04/09/2025,NIL,
Name Change,698928,Home Team Academy (blk 1),"501 Old Choa Chu Kang Road Home Team Academy (blk 1), Singapore 698928",Non-Residential,04/09/2025,HOME TEAM ACADEMY (BLK 10),
Name Change,138611,NUS College,"14 College Avenue West NUS College, Singapore 138611",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,629616,Dnv Technology Centre West,"158A Gul Circle Dnv Technology Centre West, Singapore 629616",Non-Residential,04/09/2025,DNV LABORATORY,
Name Change,160097,97 Havelock Road,"97 Havelock Road, Singapore 160097",Residential,04/09/2025,NIL,
Name Change,641404,404A Jurong West Street 42,"404A Jurong West Street 42, Singapore 641404",Residential,04/09/2025,NIL,
Name Change,762522,522B Yishun Street 53,"522B Yishun Street 53, Singapore 762522",Residential,04/09/2025,NIL,
Name Change,463047,47C Bedok South Avenue 3,"47C Bedok South Avenue 3, Singapore 463047",Residential,04/09/2025,NIL,
Name Change,319642,Nkf Dialysis Centre,"200 Lorong 2 Toa Payoh Nkf Dialysis Centre, Singapore 319642",Non-Residential,04/09/2025,TOA PAYOH WEST COMMUNITY CLUB,
Name Change,141203,203A Queen's Crescent,"203A Queen's Crescent, Singapore 141203",Residential,04/09/2025,NIL,
Name Change,321125,125A Jalan Rajah,"125A Jalan Rajah, Singapore 321125",Residential,04/09/2025,NIL,
Name Change,760844,844 Yishun Street 81,"844 Yishun Street 81, Singapore 760844",Residential,04/09/2025,KAHTIB CENTRAL,
Name Change,763524,524C Yishun Street 53,"524C Yishun Street 53, Singapore 763524",Residential,04/09/2025,NIL,
Name Change,161097,97A Havelock Road,"97A Havelock Road, Singapore 161097",Residential,04/09/2025,NIL,
Name Change,59829,26 Havelock Road,"26 Havelock Road, Singapore 59829",Residential,04/09/2025,UNION SQUARE,
Name Change,794419,419D Fernvale L,"419D Fernvale L, Singapore 794419",Residential,04/09/2025,NIL,
Name Change,259600,Singapore Botanic Gardens Seed Bank,"1D Cluny Road Singapore Botanic Gardens Seed Bank, Singapore 259600",Non-Residential,04/09/2025,NIL,
Name Change,272050,50B Ghim Moh Close,"50B Ghim Moh Close, Singapore 272050",Residential,04/09/2025,NIL,
Name Change,643404,404C Jurong West Street 42,"404C Jurong West Street 42, Singapore 643404",Residential,04/09/2025,NIL,
Name Change,693102,102C Plantation Close,"102C Plantation Close, Singapore 693102",Residential,04/09/2025,NIL,
Name Change,141204,204A Queen's Crescent,"204A Queen's Crescent, Singapore 141204",Residential,04/09/2025,NIL,
Name Change,602418,Teban Breeze,"418B Teban Gardens Road Teban Breeze, Singapore 602418",Non-Residential,04/09/2025,NIL,
Name Change,569163,Yio Chu Kang Community Club,"50 Ang Mo Kio Street 61 Yio Chu Kang Community Club, Singapore 569163",Non-Residential,04/09/2025,YIO CHU KANG COMMUNITY CLUB (PENDING U/C),
Name Change,602417,Teban Breeze,"417B Teban Gardens Road Teban Breeze, Singapore 602417",Non-Residential,04/09/2025,NIL,
Name Change,412117,117B Jalan Kembangan,"117B Jalan Kembangan, Singapore 412117",Residential,04/09/2025,NIL,
Name Change,792484,484B Fernvale Drive,"484B Fernvale Drive, Singapore 792484",Residential,04/09/2025,NIL,
Name Change,130064,64 Commonwealth Avenue West,"64 Commonwealth Avenue West, Singapore 130064",Residential,04/09/2025,NIL,
Name Change,397639,Kallang Football Hub,"31 Stadium Crescent Kallang Football Hub, Singapore 397639",Non-Residential,04/09/2025,SINGAPORE CRICKET ASSOCIATION,
Name Change,207398,Macpherson Hotel,"41 Upper Weld Road Macpherson Hotel, Singapore 207398",Non-Residential,04/09/2025,NIL,
Name Change,691100,100A Plantation Close,"100A Plantation Close, Singapore 691100",Residential,04/09/2025,NIL,
Name Change,551129,129A Serangoon North Avenue 1,"129A Serangoon North Avenue 1, Singapore 551129",Residential,04/09/2025,NIL,
Name Change,117758,24 Yew Siang Road,"24 Yew Siang Road, Singapore 117758",Residential,04/09/2025,BREAKTHROUGH MISSIONS,
Name Change,89154,A Hotel Chinatown,"50 Keong Saik Road A Hotel Chinatown, Singapore 89154",Non-Residential,04/09/2025,HOTEL 1929,
Name Change,698910,Choa Chu Kang Cemetery Office,"940 Old Choa Chu Kang Road Choa Chu Kang Cemetery Office, Singapore 698910",Non-Residential,04/09/2025,NIL,
Name Change,762527,527B Yishun Street 53,"527B Yishun Street 53, Singapore 762527",Residential,04/09/2025,NIL,
Name Change,650457,457 Bukit Batok West Avenue 8,"457 Bukit Batok West Avenue 8, Singapore 650457",Residential,04/09/2025,NIL,
Name Change,210016,Farrer Park Fields,"16 Farrer Park Road Farrer Park Fields, Singapore 210016",Non-Residential,04/09/2025,NIL,
Name Change,38982,2 Temasek Boulevard,"2 Temasek Boulevard, Singapore 38982",Residential,04/09/2025,CONRAD CENTENNIAL SINGAPORE,
Name Change,213016,Farrer Park Fields,"16C Farrer Park Road Farrer Park Fields, Singapore 213016",Non-Residential,04/09/2025,NIL,
Name Change,553129,129C Serangoon North Avenue 1,"129C Serangoon North Avenue 1, Singapore 553129",Residential,04/09/2025,NIL,
Name Change,763516,516C Miltonia Close,"516C Miltonia Close, Singapore 763516",Residential,04/09/2025,NIL,
Name Change,601417,Teban Breeze,"417A Teban Gardens Road Teban Breeze, Singapore 601417",Non-Residential,04/09/2025,NIL,
Name Change,259602,Singapore Botanic Gardens (centre for Education and Outreach),"1F Cluny Road Singapore Botanic Gardens (centre for Education and Outreach), Singapore 259602",Non-Residential,04/09/2025,NIL,
Name Change,578428,46 Jalan Chempedak,"46 Jalan Chempedak, Singapore 578428",Residential,04/09/2025,NIL,
Name Change,730592,592 Woodlands Drive 17,"592 Woodlands Drive 17, Singapore 730592",Residential,04/09/2025,NIL,
Name Change,237995,11 Unity Street,"11 Unity Street, Singapore 237995",Residential,04/09/2025,CAMBRIDGE CDC @ TANGLIN PTE. LTD.,
Name Change,761526,526A Yishun Street 53,"526A Yishun Street 53, Singapore 761526",Residential,04/09/2025,NIL,
Name Change,643402,402C Jurong West Street 42,"402C Jurong West Street 42, Singapore 643402",Residential,04/09/2025,NIL,
Name Change,765524,524E Yishun Street 53,"524E Yishun Street 53, Singapore 765524",Residential,04/09/2025,NIL,
Name Change,641406,406A Jurong West Street 42,"406A Jurong West Street 42, Singapore 641406",Residential,04/09/2025,NIL,
Name Change,140203,203 Queen's Crescent,"203 Queen's Crescent, Singapore 140203",Residential,04/09/2025,NIL,
Name Change,652458,458B Bukit Batok West Avenue 8,"458B Bukit Batok West Avenue 8, Singapore 652458",Residential,04/09/2025,NIL,
Name Change,138609,NUS College,"10 College Avenue West NUS College, Singapore 138609",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,349482,25 Genting Road,"25 Genting Road, Singapore 349482",Residential,04/09/2025,UNION ENERGY GROUP BUILDING,
Name Change,321126,126A Jalan Rajah,"126A Jalan Rajah, Singapore 321126",Residential,04/09/2025,NIL,
Name Change,257854,Gospel Light Bible-presbyterian Church,"60 Stevens Road Gospel Light Bible-presbyterian Church, Singapore 257854",Non-Residential,04/09/2025,NIL,
Name Change,89067,21 Keppel Road,"21 Keppel Road, Singapore 89067",Residential,04/09/2025,CUSTOMS OPERATIONS CENTRE,
Name Change,140205,205 Queen's Crescent,"205 Queen's Crescent, Singapore 140205",Residential,04/09/2025,NIL,
Name Change,790419,419 Fernvale Link,"419 Fernvale Link, Singapore 790419",Residential,04/09/2025,NIL,
Name Change,596569,Bukit Timah Community Club,"20 Toh Yi Drive Bukit Timah Community Club, Singapore 596569",Non-Residential,04/09/2025,BUKIT TIMAH COMMUNITY CLUB (PENDING U/C),
Name Change,681823,823A Keat Hong Link,"823A Keat Hong Link, Singapore 681823",Residential,04/09/2025,NIL,
Name Change,760517,517 Miltonia Close,"517 Miltonia Close, Singapore 760517",Residential,04/09/2025,NIL,
Name Change,668383,81 Phoenix Avenue,"81 Phoenix Avenue, Singapore 668383",Residential,04/09/2025,PHOENIX RESIDENCES (U/C),
Name Change,319392,301 Lorong 6 Toa Payoh,"301 Lorong 6 Toa Payoh, Singapore 319392",Residential,04/09/2025,TOA PAYOH SPORTS CENTRE,
Name Change,761517,517A Miltonia Close,"517A Miltonia Close, Singapore 761517",Residential,04/09/2025,NIL,
Name Change,212016,Farrer Park Fields,"16B Farrer Park Road Farrer Park Fields, Singapore 212016",Non-Residential,04/09/2025,NIL,
Name Change,569250,Pathlight School (ang Mo Kio Campus 2),"2 Ang Mo Kio Street 44 Pathlight School (ang Mo Kio Campus 2), Singapore 569250",Non-Residential,04/09/2025,PATHLIGHT SCHOOL 3,
Name Change,539231,Defu Industrial Estate,"121 Defu Lane 10 Defu Industrial Estate, Singapore 539231",Non-Residential,04/09/2025,NIL,
Name Change,828656,Punggol Sports Centre,"11 Sentul Crescent Punggol Sports Centre, Singapore 828656",Non-Residential,04/09/2025,PUNGGOL REGIONAL SPORTS CENTRE,
Name Change,651458,458A Bukit Batok West Avenue 8,"458A Bukit Batok West Avenue 8, Singapore 651458",Residential,04/09/2025,NIL,
Name Change,601291,291A Jurong East Street 24,"291A Jurong East Street 24, Singapore 601291",Residential,04/09/2025,NIL,
Name Change,699909,Copen Grand,"51 Tengah Garden Walk Copen Grand, Singapore 699909",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,699910,Copen Grand,"53 Tengah Garden Walk Copen Grand, Singapore 699910",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,791484,484A Fernvale Drive,"484A Fernvale Drive, Singapore 791484",Residential,04/09/2025,NIL,
Name Change,760526,526 Yishun Street 53,"526 Yishun Street 53, Singapore 760526",Residential,04/09/2025,NIL,
Name Change,38981,Dbs Foundation Outdoor Theatre,"1 Esplanade Drive Dbs Foundation Outdoor Theatre, Singapore 38981",Non-Residential,04/09/2025,ESPLANADE - THEATRES ON THE BAY,
Name Change,680824,824 Keat Hong Link,"824 Keat Hong Link, Singapore 680824",Residential,04/09/2025,NIL,
Name Change,138531,NUS College,"24 College Avenue West NUS College, Singapore 138531",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,681822,822A Keat Hong Link,"822A Keat Hong Link, Singapore 681822",Residential,04/09/2025,NIL,
Name Change,469645,5 Bedok North Street 2,"5 Bedok North Street 2, Singapore 469645",Residential,04/09/2025,BEDOK SPORTS CENTRE,
Name Change,691102,102A Plantation Close,"102A Plantation Close, Singapore 691102",Residential,04/09/2025,NIL,
Name Change,762529,529B Yishun Street 53,"529B Yishun Street 53, Singapore 762529",Residential,04/09/2025,NIL,
Name Change,552129,129B Serangoon North Avenue 1,"129B Serangoon North Avenue 1, Singapore 552129",Residential,04/09/2025,NIL,
Name Change,680822,822 Keat Hong Link,"822 Keat Hong Link, Singapore 680822",Residential,04/09/2025,NIL,
Name Change,556129,Braddell Heights Community Club,"50 Serangoon Avenue 2 Braddell Heights Community Club, Singapore 556129",Non-Residential,04/09/2025,BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C),
Name Change,360213,Nkf Dialysis Centre,"213 Bidadari Park Drive Nkf Dialysis Centre, Singapore 360213",Non-Residential,04/09/2025,WOODLEIGH HILLSIDE,
Name Change,651459,459A Bukit Batok West Avenue 8,"459A Bukit Batok West Avenue 8, Singapore 651459",Residential,04/09/2025,NIL,
Name Change,760519,519 Miltonia Close,"519 Miltonia Close, Singapore 760519",Residential,04/09/2025,NIL,
Name Change,792485,485B Fernvale Drive,"485B Fernvale Drive, Singapore 792485",Residential,04/09/2025,NIL,
Name Change,760518,518 Miltonia Close,"518 Miltonia Close, Singapore 760518",Residential,04/09/2025,NIL,
Name Change,808840,22 Jalan Lakum,"22 Jalan Lakum, Singapore 808840",Residential,04/09/2025,NIL,
Name Change,643406,406C Jurong West Street 42,"406C Jurong West Street 42, Singapore 643406",Residential,04/09/2025,NIL,
Name Change,399738,223 Guillemard Road,"223 Guillemard Road, Singapore 399738",Residential,04/09/2025,NIL,
Name Change,210019,Farrer Park Arena,"19 Farrer Park Road Farrer Park Arena, Singapore 210019",Non-Residential,04/09/2025,NIL,
Name Change,731590,590A Woodlands Drive 17,"590A Woodlands Drive 17, Singapore 731590",Residential,04/09/2025,NIL,
Name Change,733590,590C Woodlands Drive 17,"590C Woodlands Drive 17, Singapore 733590",Residential,04/09/2025,NIL,
Name Change,212018,Farrer Park Fields,"18B Farrer Park Road Farrer Park Fields, Singapore 212018",Non-Residential,04/09/2025,NIL,
Name Change,138527,NUS College,"16 College Avenue West NUS College, Singapore 138527",Non-Residential,04/09/2025,YALE-NUS COLLEGE,
Name Change,550129,129 Serangoon North Avenue 1,"129 Serangoon North Avenue 1, Singapore 550129",Residential,04/09/2025,NIL,
Name Change,820681,Nkf Dialysis Centre,"681 Punggol Drive Nkf Dialysis Centre, Singapore 820681",Non-Residential,04/09/2025,OASIS TERRACES,
Name Change,731591,591A Woodlands Drive 17,"591A Woodlands Drive 17, Singapore 731591",Residential,04/09/2025,NIL,
Name Change,138528,NUS College,"18 College Avenue West NUS College, Singapore 138528",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,270052,52 Ghim Moh Link,"52 Ghim Moh Link, Singapore 270052",Residential,04/09/2025,NIL,
Name Change,130066,66 Commonwealth Avenue West,"66 Commonwealth Avenue West, Singapore 130066",Residential,04/09/2025,NIL,
Name Change,161098,98A Havelock Road,"98A Havelock Road, Singapore 161098",Residential,04/09/2025,NIL,
Name Change,642402,402B Jurong West Street 42,"402B Jurong West Street 42, Singapore 642402",Residential,04/09/2025,NIL,
Name Change,188976,141 Middle Road,"141 Middle Road, Singapore 188976",Residential,04/09/2025,GSM BUILDING,
Name Change,732590,590B Woodlands Drive 17,"590B Woodlands Drive 17, Singapore 732590",Residential,04/09/2025,NIL,
Name Change,699893,Copen Grand,"65 Tengah Garden Walk Copen Grand, Singapore 699893",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,132065,65B Commonwealth Avenue West,"65B Commonwealth Avenue West, Singapore 132065",Residential,04/09/2025,NIL,
Name Change,642406,406B Jurong West Street 42,"406B Jurong West Street 42, Singapore 642406",Residential,04/09/2025,NIL,
Name Change,600418,Teban Breeze,"418 Teban Gardens Road Teban Breeze, Singapore 600418",Non-Residential,04/09/2025,NIL,
Name Change,560435,Cheng San Community Club (temp Office),"435 Ang Mo Kio Avenue 10 Cheng San Community Club (temp Office), Singapore 560435",Non-Residential,04/09/2025,CHONG BOON RISE,
Name Change,508899,Airport Fire Station 1,"2000 Upper Changi Road North Airport Fire Station 1, Singapore 508899",Non-Residential,04/09/2025,NIL,
Name Change,690107,107 Plantation Close,"107 Plantation Close, Singapore 690107",Residential,04/09/2025,NIL,
Name Change,320126,126 Jalan Rajah,"126 Jalan Rajah, Singapore 320126",Residential,04/09/2025,NIL,
Name Change,682824,824B Keat Hong Link,"824B Keat Hong Link, Singapore 682824",Residential,04/09/2025,NIL,
Name Change,762523,523B Yishun Street 53,"523B Yishun Street 53, Singapore 762523",Residential,04/09/2025,NIL,
Name Change,388222,8 Lorong 25a Geylang,"8 Lorong 25a Geylang, Singapore 388222",Residential,04/09/2025,ZYANYA (U/C),
Name Change,599489,Ngee Ann Polytechnic (blk 18),"535 Clementi Road Ngee Ann Polytechnic (blk 18), Singapore 599489",Non-Residential,04/09/2025,NGEE ANN POLYTECHNIC (BLK 1),
Name Change,668384,83 Phoenix Avenue,"83 Phoenix Avenue, Singapore 668384",Residential,04/09/2025,PHOENIX RESIDENCES (U/C),
Name Change,732591,591B Woodlands Drive 17,"591B Woodlands Drive 17, Singapore 732591",Residential,04/09/2025,NIL,
Name Change,249076,278 Jervois Road,"278 Jervois Road, Singapore 249076",Residential,04/09/2025,NIL,
Name Change,762517,517B Miltonia Close,"517B Miltonia Close, Singapore 762517",Residential,04/09/2025,NIL,
Name Change,682822,822B Keat Hong Link,"822B Keat Hong Link, Singapore 682822",Residential,04/09/2025,NIL,
Name Change,69333,33 Erskine Road,"33 Erskine Road, Singapore 69333",Residential,04/09/2025,THE SCARLET HOTEL,
Name Change,760529,529 Yishun Street 53,"529 Yishun Street 53, Singapore 760529",Residential,04/09/2025,NIL,
Name Change,760527,527 Yishun Street 53,"527 Yishun Street 53, Singapore 760527",Residential,04/09/2025,NIL,
Name Change,761518,518A Miltonia Close,"518A Miltonia Close, Singapore 761518",Residential,04/09/2025,NIL,
Name Change,213019,Farrer Park Arena,"19C Farrer Park Road Farrer Park Arena, Singapore 213019",Non-Residential,04/09/2025,NIL,
Name Change,259603,Singapore Botanic Gardens (centre for Ethnobotany),"1G Cluny Road Singapore Botanic Gardens (centre for Ethnobotany), Singapore 259603",Non-Residential,04/09/2025,NIL,
Name Change,150110,110 Alexandra View,"110 Alexandra View, Singapore 150110",Residential,04/09/2025,NIL,
Name Change,138610,NUS College,"12 College Avenue West NUS College, Singapore 138610",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,461047,47A Bedok South Avenue 3,"47A Bedok South Avenue 3, Singapore 461047",Residential,04/09/2025,NIL,
Name Change,699894,Copen Grand,"67 Tengah Garden Walk Copen Grand, Singapore 699894",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,212019,Farrer Park Arena,"19B Farrer Park Road Farrer Park Arena, Singapore 212019",Non-Residential,04/09/2025,NIL,
Name Change,508898,Selarang Fire Training Ground,"2001A Upper Changi Road North Selarang Fire Training Ground, Singapore 508898",Non-Residential,04/09/2025,NIL,
Name Change,211019,Farrer Park Arena,"19A Farrer Park Road Farrer Park Arena, Singapore 211019",Non-Residential,04/09/2025,NIL,
Name Change,238902,35 Orchard Road,"35 Orchard Road, Singapore 238902",Residential,04/09/2025,ISTANA HERITAGE GALLERY,
Name Change,793485,485C Fernvale Drive,"485C Fernvale Drive, Singapore 793485",Residential,04/09/2025,NIL,
Name Change,760522,522 Yishun Street 53,"522 Yishun Street 53, Singapore 760522",Residential,04/09/2025,NIL,
Name Change,699895,Copen Grand,"69 Tengah Garden Walk Copen Grand, Singapore 699895",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,699913,Copen Grand,"59 Tengah Garden Walk Copen Grand, Singapore 699913",Non-Residential,04/09/2025,COPEN GRAND (U/C),
Name Change,462047,47B Bedok South Avenue 3,"47B Bedok South Avenue 3, Singapore 462047",Residential,04/09/2025,NIL,
Name Change,760524,524 Yishun Street 53,"524 Yishun Street 53, Singapore 760524",Residential,04/09/2025,NIL,
Name Change,762524,524B Yishun Street 53,"524B Yishun Street 53, Singapore 762524",Residential,04/09/2025,NIL,
Name Change,764524,524D Yishun Street 53,"524D Yishun Street 53, Singapore 764524",Residential,04/09/2025,NIL,
Name Change,819458,Changi Nexus One,"75 Airport Cargo Road Changi Nexus One, Singapore 819458",Non-Residential,04/09/2025,DHL EXPRESS SOUTH EAST ASIA HUB,
Name Change,298333,Thomson Police Complex (blk 1),"1 Mount Pleasant Road Thomson Police Complex (blk 1), Singapore 298333",Non-Residential,04/09/2025,THOMSON POLICE COMPLEX (BLK 10 ANNEX),
Name Change,790485,485 Fernvale Drive,"485 Fernvale Drive, Singapore 790485",Residential,04/09/2025,NIL,
Name Change,791485,485A Fernvale Drive,"485A Fernvale Drive, Singapore 791485",Residential,04/09/2025,NIL,
Name Change,668385,85 Phoenix Avenue,"85 Phoenix Avenue, Singapore 668385",Residential,04/09/2025,PHOENIX RESIDENCES (U/C),
Name Change,130063,63 Commonwealth Avenue West,"63 Commonwealth Avenue West, Singapore 130063",Residential,04/09/2025,NIL,
Name Change,138529,NUS College,"20 College Avenue West NUS College, Singapore 138529",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,602291,291B Jurong East Street 24,"291B Jurong East Street 24, Singapore 602291",Residential,04/09/2025,NIL,
Name Change,319258,Toa Payoh South Community Club,"1999 Lorong 8 Toa Payoh Toa Payoh South Community Club, Singapore 319258",Non-Residential,04/09/2025,TOA PAYOH SOUTH COMMUNITY CLUB (PENDING RELOCATION),
Name Change,761527,527A Yishun Street 53,"527A Yishun Street 53, Singapore 761527",Residential,04/09/2025,NIL,
Name Change,761529,529A Yishun Street 53,"529A Yishun Street 53, Singapore 761529",Residential,04/09/2025,NIL,
Name Change,761519,519A Miltonia Close,"519A Miltonia Close, Singapore 761519",Residential,04/09/2025,NIL,
Name Change,760845,845 Yishun Street 81,"845 Yishun Street 81, Singapore 760845",Residential,04/09/2025,KAHTIB CENTRAL,
Name Change,59293,37 North Canal Road,"37 North Canal Road, Singapore 59293",Residential,04/09/2025,CHAMPION HOTEL CITY,
Name Change,762526,526B Yishun Street 53,"526B Yishun Street 53, Singapore 762526",Residential,04/09/2025,NIL,
Name Change,461046,46A Bedok South Avenue 3,"46A Bedok South Avenue 3, Singapore 461046",Residential,04/09/2025,NIL,
Name Change,438803,1 Haig Lane,"1 Haig Lane, Singapore 438803",Residential,04/09/2025,ROYAL HALLMARK (U/C),
Name Change,681628,628A Yew Tee Close,"628A Yew Tee Close, Singapore 681628",Residential,04/09/2025,NIL,
Name Change,600293,293 Jurong East Street 24,"293 Jurong East Street 24, Singapore 600293",Residential,04/09/2025,NIL,
Name Change,141205,205A Queen's Crescent,"205A Queen's Crescent, Singapore 141205",Residential,04/09/2025,NIL,
Name Change,138532,NUS College,"26 College Avenue West NUS College, Singapore 138532",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,214016,Farrer Park Fields,"16D Farrer Park Road Farrer Park Fields, Singapore 214016",Non-Residential,04/09/2025,NIL,
Name Change,48421,22 Cross Street,"22 Cross Street, Singapore 48421",Residential,04/09/2025,CROSS STREET EXCHANGE,
Name Change,690101,101 Plantation Close,"101 Plantation Close, Singapore 690101",Residential,04/09/2025,NIL,
Name Change,600294,294 Jurong East Street 24,"294 Jurong East Street 24, Singapore 600294",Residential,04/09/2025,NIL,
Name Change,793419,419C Fernvale Link,"419C Fernvale Link, Singapore 793419",Residential,04/09/2025,NIL,
Name Change,651113,Nkf Dialysis Centre,"113A Bukit Batok West Avenue 6 Nkf Dialysis Centre, Singapore 651113",Non-Residential,04/09/2025,SKY VISTA @ BUKIT BATOK,
Name Change,763522,522C Yishun Street 53,"522C Yishun Street 53, Singapore 763522",Residential,04/09/2025,NIL,
Name Change,642404,404B Jurong West Street 42,"404B Jurong West Street 42, Singapore 642404",Residential,04/09/2025,NIL,
Name Change,730591,591 Woodlands Drive 17,"591 Woodlands Drive 17, Singapore 730591",Residential,04/09/2025,NIL,
Name Change,140206,206 Queen's Crescent,"206 Queen's Crescent, Singapore 140206",Residential,04/09/2025,NIL,
Name Change,479312,Eunos Community Club (temp Office),"70A Bedok Reservoir Road Eunos Community Club (temp Office), Singapore 479312",Non-Residential,04/09/2025,TEMPORARY SITE OFFICE,
Name Change,218842,2 Owen Road,"2 Owen Road, Singapore 218842",Residential,04/09/2025,NIL,
Name Change,138533,NUS College,"28 College Avenue West NUS College, Singapore 138533",Non-Residential,04/09/2025,YALE-NUS COLLEGE CAMPUS,
Name Change,460105,Nkf Dialysis Centre,"105 Bedok North Avenue 4 Nkf Dialysis Centre, Singapore 460105",Non-Residential,04/09/2025,PEARL GARDEN,
Name Change,319390,299 Lorong 6 Toa Payoh,"299 Lorong 6 Toa Payoh, Singapore 319390",Residential,04/09/2025,TOA PAYOH SPORTS HALL,
Name Change,319380,Toa Payoh East Community Club,"160 Lorong 6 Toa Payoh Toa Payoh East Community Club, Singapore 319380",Non-Residential,04/09/2025,TOA PAYOH EAST COMMUNITY CLUB (PENDING RELOCATION),
Name Change,461048,48A Bedok South Avenue 3,"48A Bedok South Avenue 3, Singapore 461048",Residential,04/09/2025,NIL,
Name Change,427373,Aqueen Heritage Hotel - Joo Chiat,"51 Joo Chiat Road Aqueen Heritage Hotel - Joo Chiat, Singapore 427373",Non-Residential,04/09/2025,AM HOTEL,
Name Change,762516,516B Miltonia Close,"516B Miltonia Close, Singapore 762516",Residential,04/09/2025,NIL,
Name Change,298824,60 Kheam Hock Road,"60 Kheam Hock Road, Singapore 298824",Residential,04/09/2025,NIL,
Name Change,319389,297 Lorong 6 Toa Payoh,"297 Lorong 6 Toa Payoh, Singapore 319389",Residential,04/09/2025,TOA PAYOH SPORTS HALL,
Name Change,218067,The Quay Hotel Little India,"195 Serangoon Road The Quay Hotel Little India, Singapore 218067",Non-Residential,04/09/2025,BROADWAY HOTEL,
Name Change,228487,6 Mount Emily Road,"6 Mount Emily Road, Singapore 228487",Residential,04/09/2025,NIL,
Name Change,209854,Nest Hotel,"26 Cavan Road Nest Hotel, Singapore 209854",Non-Residential,04/09/2025,HOTEL SNOW LAVENDER,
Name Change,228484,2 Mount Emily Road,"2 Mount Emily Road, Singapore 228484",Residential,04/09/2025,NIL,
Name Change,228486,4 Mount Emily Road,"4 Mount Emily Road, Singapore 228486",Residential,04/09/2025,NIL,
