Postal Code,Building Name,Full Address,Non-Residential,Date Added
430031,31 Tanjong Rhu Close,"31 Tanjong Rhu Close, Singapore 430031",False,28/05/2025
430032,32 Tanjong Rhu Close,"32 Tanjong Rhu Close, Singapore 430032",False,28/05/2025
430033,33 Tanjong Rhu Close,"33 Tanjong Rhu Close, Singapore 430033",False,28/05/2025
431024,24A Sampan Place,"24A Sampan Place, Singapore 431024",False,28/05/2025
431025,25A Sampan Place,"25A Sampan Place, Singapore 431025",False,28/05/2025
431026,26A Kampong Arang Road,"26A Kampong Arang Road, Singapore 431026",False,28/05/2025
431028,28A Kampong Arang Road,"28A Kampong Arang Road, Singapore 431028",False,28/05/2025
431029,29A Kampong Arang Road,"29A Kampong Arang Road, Singapore 431029",False,28/05/2025
431031,31A Tanjong Rhu Close,"31A Tanjong Rhu Close, Singapore 431031",False,28/05/2025
431032,32A Tanjong Rhu Close,"32A Tanjong Rhu Close, Singapore 431032",False,28/05/2025
431033,33A Tanjong Rhu Close,"33A Tanjong Rhu Close, Singapore 431033",False,28/05/2025
432024,24B Sampan Place,"24B Sampan Place, Singapore 432024",False,28/05/2025
432026,26B Kampong Arang Road,"26B Kampong Arang Road, Singapore 432026",False,28/05/2025
432028,28B Kampong Arang Road,"28B Kampong Arang Road, Singapore 432028",False,28/05/2025
432029,29B Kampong Arang Road,"29B Kampong Arang Road, Singapore 432029",False,28/05/2025
433024,24C Sampan Place,"24C Sampan Place, Singapore 433024",False,28/05/2025
433028,28C Kampong Arang Road,"28C Kampong Arang Road, Singapore 433028",False,28/05/2025
438663,Bay East Garden,"2 Founders Drive Bay East Garden, Singapore 438663",True,28/05/2025
438955,31 Rose Lane,"31 Rose Lane, Singapore 438955",False,28/05/2025
438956,33 Rose Lane,"33 Rose Lane, Singapore 438956",False,28/05/2025
456254,6C Palm Avenue,"6C Palm Avenue, Singapore 456254",False,28/05/2025
456255,6B Palm Avenue,"6B Palm Avenue, Singapore 456255",False,28/05/2025
456340,92F Upper East Coast Road,"92F Upper East Coast Road, Singapore 456340",False,28/05/2025
456592,6A Tay Lian Teck Road,"6A Tay Lian Teck Road, Singapore 456592",False,28/05/2025
460813,813 Chai Chee Lane,"813 Chai Chee Lane, Singapore 460813",False,28/05/2025
460814,814 Chai Chee Lane,"814 Chai Chee Lane, Singapore 460814",False,28/05/2025
460815,815 Chai Chee Lane,"815 Chai Chee Lane, Singapore 460815",False,28/05/2025
460816,816 Chai Chee Lane,"816 Chai Chee Lane, Singapore 460816",False,28/05/2025
461049,49A New Upper Changi Road,"49A New Upper Changi Road, Singapore 461049",False,28/05/2025
461813,813A Chai Chee Lane,"813A Chai Chee Lane, Singapore 461813",False,28/05/2025
461814,814A Chai Chee Lane,"814A Chai Chee Lane, Singapore 461814",False,28/05/2025
461815,815A Chai Chee Lane,"815A Chai Chee Lane, Singapore 461815",False,28/05/2025
461816,816A Chai Chee Lane,"816A Chai Chee Lane, Singapore 461816",False,28/05/2025
462049,49B New Upper Changi Road,"49B New Upper Changi Road, Singapore 462049",False,28/05/2025
462814,814B Chai Chee Lane,"814B Chai Chee Lane, Singapore 462814",False,28/05/2025
462815,815B Chai Chee Lane,"815B Chai Chee Lane, Singapore 462815",False,28/05/2025
462816,816B Chai Chee Lane,"816B Chai Chee Lane, Singapore 462816",False,28/05/2025
469726,208 Bedok South Avenue 1,"208 Bedok South Avenue 1, Singapore 469726",False,28/05/2025
488512,Apollo Gardens,"32A Sunbird Circle Apollo Gardens, Singapore 488512",True,28/05/2025
499918,8A Changi East Close,"8A Changi East Close, Singapore 499918",False,28/05/2025
508293,42-3 Pulau Ubin,"42-3 Pulau Ubin, Singapore 508293",False,28/05/2025
509904,31 Flora Drive,"31 Flora Drive, Singapore 509904",False,28/05/2025
509905,33 Flora Drive,"33 Flora Drive, Singapore 509905",False,28/05/2025
509906,35 Flora Drive,"35 Flora Drive, Singapore 509906",False,28/05/2025
509912,37 Flora Drive,"37 Flora Drive, Singapore 509912",False,28/05/2025
509919,39 Flora Drive,"39 Flora Drive, Singapore 509919",False,28/05/2025
520973,973 Tampines Street 94,"973 Tampines Street 94, Singapore 520973",False,28/05/2025
520974,974 Tampines Street 94,"974 Tampines Street 94, Singapore 520974",False,28/05/2025
521973,973A Tampines Street 94,"973A Tampines Street 94, Singapore 521973",False,28/05/2025
521974,974A Tampines Street 94,"974A Tampines Street 94, Singapore 521974",False,28/05/2025
522973,973B Tampines Street 94,"973B Tampines Street 94, Singapore 522973",False,28/05/2025
522974,974B Tampines Street 94,"974B Tampines Street 94, Singapore 522974",False,28/05/2025
546389,1 Anchorvale Close,"1 Anchorvale Close, Singapore 546389",False,28/05/2025
559504,12A Brighton Crescent,"12A Brighton Crescent, Singapore 559504",False,28/05/2025
559591,12B Brighton Crescent,"12B Brighton Crescent, Singapore 559591",False,28/05/2025
575497,Westlake Gardens,"39A Westlake Avenue Westlake Gardens, Singapore 575497",True,28/05/2025
609690,Jurong East MRT Station (je5),"Jurong East Street 12 Jurong East MRT Station (je5), Singapore 609690",True,28/05/2025
730194,Woodlands Centre Road,"194 Woodlands Centre Road, Singapore 730194",True,28/05/2025
731194,Woodlands Centre Road,"194A Woodlands Centre Road, Singapore 731194",True,28/05/2025
760972,972 Lorong Chencharu,"972 Lorong Chencharu, Singapore 760972",False,28/05/2025
760973,973 Lorong Chencharu,"973 Lorong Chencharu, Singapore 760973",False,28/05/2025
760974,974 Lorong Chencharu,"974 Lorong Chencharu, Singapore 760974",False,28/05/2025
761972,972A Lorong Chencharu,"972A Lorong Chencharu, Singapore 761972",False,28/05/2025
761973,973A Lorong Chencharu,"973A Lorong Chencharu, Singapore 761973",False,28/05/2025
761974,974A Lorong Chencharu,"974A Lorong Chencharu, Singapore 761974",False,28/05/2025
762972,972B Lorong Chencharu,"972B Lorong Chencharu, Singapore 762972",False,28/05/2025
762973,973B Lorong Chencharu,"973B Lorong Chencharu, Singapore 762973",False,28/05/2025
762974,974B Lorong Chencharu,"974B Lorong Chencharu, Singapore 762974",False,28/05/2025
763972,972C Lorong Chencharu,"972C Lorong Chencharu, Singapore 763972",False,28/05/2025
763973,973C Lorong Chencharu,"973C Lorong Chencharu, Singapore 763973",False,28/05/2025
763974,974C Lorong Chencharu,"974C Lorong Chencharu, Singapore 763974",False,28/05/2025
764974,974D Lorong Chencharu,"974D Lorong Chencharu, Singapore 764974",False,28/05/2025
799346,301 Seletar North Link,"301 Seletar North Link, Singapore 799346",False,28/05/2025
