Change Type,Postal Code,Building Name,Address,Building Type,Date Processed,Previous Name,Location Change (meters)
Name Change,469627,Kaki Bukit Community Centre,"670 Bedok North Street 3 Kaki Bukit Community Centre, Singapore 469627",Non-Residential,15/06/2025,KAKI BUKIT COMMUNITY CENTRE (U/C),
Name Change,427373,Aqueen Heritage Hotel - Joo Chiat,"51 Joo Chiat Road Aqueen Heritage Hotel - Joo Chiat, Singapore 427373",Non-Residential,15/06/2025,AM HOTEL,
Name Change,569253,6 Ang Mo Kio Street 44,"6 Ang Mo Kio Street 44, Singapore 569253",Residential,15/06/2025,PATHLIGHT SCHOOL 2,
Name Change,760845,845 Yishun Street 81,"845 Yishun Street 81, Singapore 760845",Residential,15/06/2025,KAHTIB CENTRAL,
Name Change,508899,Airport Fire Station 1,"2000 Upper Changi Road North Airport Fire Station 1, Singapore 508899",Non-Residential,15/06/2025,NIL,
Name Change,760126,Chong Pang Community Club (temp Office),"126 Yishun Street 11 Chong Pang Community Club (temp Office), Singapore 760126",Non-Residential,15/06/2025,CHONG PANG COMMUNITY CLUB (TEMPORARY OFFICE),
Name Change,319389,297C Lorong 6 Toa Payoh,"297C Lorong 6 Toa Payoh, Singapore 319389",Residential,15/06/2025,SINGAPORE TABLE TENNIS ACADEMY,
Name Change,560435,Cheng San Community Club (temp Office),"435 Ang Mo Kio Avenue 10 Cheng San Community Club (temp Office), Singapore 560435",Non-Residential,15/06/2025,CHONG BOON RISE,
Name Change,168641,1M Yong Siak Street,"1M Yong Siak Street, Singapore 168641",Residential,15/06/2025,NIL,
Name Change,188066,Central Arts Library,"98 Victoria Street Central Arts Library, Singapore 188066",Non-Residential,15/06/2025,INFORMATICS ACADEMY,
Name Change,698928,Home Team Academy (blk 1),"501 Old Choa Chu Kang Road Home Team Academy (blk 1), Singapore 698928",Non-Residential,15/06/2025,HOME TEAM ACADEMY (BLK 10),
Name Change,508898,Selarang Fire Training Ground,"2001A Upper Changi Road North Selarang Fire Training Ground, Singapore 508898",Non-Residential,15/06/2025,NIL,
Name Change,569250,Pathlight School (ang Mo Kio Campus 2),"2 Ang Mo Kio Street 44 Pathlight School (ang Mo Kio Campus 2), Singapore 569250",Non-Residential,15/06/2025,PATHLIGHT SCHOOL 3,
Name Change,298333,Thomson Police Complex (blk 1),"1 Mount Pleasant Road Thomson Police Complex (blk 1), Singapore 298333",Non-Residential,15/06/2025,THOMSON POLICE COMPLEX (BLK 10 ANNEX),
Name Change,319258,Toa Payoh South Community Club,"1999 Lorong 8 Toa Payoh Toa Payoh South Community Club, Singapore 319258",Non-Residential,15/06/2025,TOA PAYOH SOUTH COMMUNITY CLUB (PENDING RELOCATION),
Name Change,218842,2 Owen Road,"2 Owen Road, Singapore 218842",Residential,15/06/2025,NIL,
Name Change,479312,Eunos Community Club (temp Office),"70A Bedok Reservoir Road Eunos Community Club (temp Office), Singapore 479312",Non-Residential,15/06/2025,TEMPORARY SITE OFFICE,
Name Change,760844,844 Yishun Street 81,"844 Yishun Street 81, Singapore 760844",Residential,15/06/2025,KAHTIB CENTRAL,
Name Change,398993,Gostay Hotel,"12 Lorong 12 Geylang Gostay Hotel, Singapore 398993",Non-Residential,15/06/2025,NIL,
Name Change,528907,Pathlight School (tampines),"4 Tampines Street 91 Pathlight School (tampines), Singapore 528907",Non-Residential,15/06/2025,NIL,
Name Change,598543,Jurong Park,"25 Jalan Kakatua Jurong Park, Singapore 598543",Non-Residential,15/06/2025,INNATE MONTESSORI PTE. LTD.,
Name Change,596569,Bukit Timah Community Club,"20 Toh Yi Drive Bukit Timah Community Club, Singapore 596569",Non-Residential,15/06/2025,BUKIT TIMAH COMMUNITY CLUB (PENDING U/C),
Name Change,209854,Nest Hotel,"26 Cavan Road Nest Hotel, Singapore 209854",Non-Residential,15/06/2025,HOTEL SNOW LAVENDER,
Location Change,357875,Woodleigh Park,"65 Woodleigh Park, Singapore 357875",Non-Residential,15/06/2025,NIL,549.26
Location Change,627877,50 Jurong Island Highway,"50 Jurong Island Highway, Singapore 627877",Residential,15/06/2025,NIL,347.98
Location Change,627806,11 Meranti Crescent,"11 Meranti Crescent, Singapore 627806",Residential,15/06/2025,NIL,434.16
Location Change,728635,Home Team Tactical Centre,"1 Mandai Quarry Road Home Team Tactical Centre, Singapore 728635",Non-Residential,15/06/2025,HOME TEAM TACTICAL CENTRE,399.03
Location Change,628208,1 Seraya Avenue,"1 Seraya Avenue, Singapore 628208",Residential,15/06/2025,NIL,1170.47
Location Change,628260,1 Merlimau Road,"1 Merlimau Road, Singapore 628260",Residential,15/06/2025,NIL,947.07
Location Change,627886,17 Sakra Road,"17 Sakra Road, Singapore 627886",Residential,15/06/2025,NIL,442.05
Location Change,797615,84 Seletar North Link,"84 Seletar North Link, Singapore 797615",Residential,15/06/2025,NIL,607.57
Location Change,609142,59 Penjuru Road,"59 Penjuru Road, Singapore 609142",Residential,15/06/2025,NIL,355.39
Location Change,629351,50 Gul Road,"50 Gul Road, Singapore 629351",Residential,15/06/2025,NIL,660.18
Location Change,627869,5 Ayer Chawan Place,"5 Ayer Chawan Place, Singapore 627869",Residential,15/06/2025,NIL,568.44
Location Change,637607,60 Tuas South Avenue 9,"60 Tuas South Avenue 9, Singapore 637607",Residential,15/06/2025,NIL,707.97
Name And Location Change,729826,80 Mandai Lake Road,"80 Mandai Lake Road, Singapore 729826",Residential,15/06/2025,NIL,556.52
