Postal Code,Building Name,Full Address,Non-Residential,Date Added
456827,Marine Garden,"26C Siglap Road Marine Garden, Singapore 456827",True,04/09/2025
460911,911 Bayshore Street,"911 Bayshore Street, Singapore 460911",False,04/09/2025
460912,912 Bayshore Street,"912 Bayshore Street, Singapore 460912",False,04/09/2025
460913,913 Bayshore Street,"913 Bayshore Street, Singapore 460913",False,04/09/2025
460914,914 Bayshore Street,"914 Bayshore Street, Singapore 460914",False,04/09/2025
460915,915 Bayshore Street,"915 Bayshore Street, Singapore 460915",False,04/09/2025
460916,916 Bayshore Street,"916 Bayshore Street, Singapore 460916",False,04/09/2025
461911,911A Bayshore Street,"911A Bayshore Street, Singapore 461911",False,04/09/2025
461912,912A Bayshore Street,"912A Bayshore Street, Singapore 461912",False,04/09/2025
461914,914A Bayshore Street,"914A Bayshore Street, Singapore 461914",False,04/09/2025
461915,915A Bayshore Street,"915A Bayshore Street, Singapore 461915",False,04/09/2025
461916,916A Bayshore Street,"916A Bayshore Street, Singapore 461916",False,04/09/2025
462911,911B Bayshore Street,"911B Bayshore Street, Singapore 462911",False,04/09/2025
462912,912B Bayshore Street,"912B Bayshore Street, Singapore 462912",False,04/09/2025
462915,915B Bayshore Street,"915B Bayshore Street, Singapore 462915",False,04/09/2025
462916,916B Bayshore Street,"916B Bayshore Street, Singapore 462916",False,04/09/2025
463911,911C Bayshore Street,"911C Bayshore Street, Singapore 463911",False,04/09/2025
463912,912C Bayshore Street,"912C Bayshore Street, Singapore 463912",False,04/09/2025
468466,109 Tanah Merah Kechil Road South,"109 Tanah Merah Kechil Road South, Singapore 468466",False,04/09/2025
468467,111 Tanah Merah Kechil Road South,"111 Tanah Merah Kechil Road South, Singapore 468467",False,04/09/2025
468468,113 Tanah Merah Kechil Road South,"113 Tanah Merah Kechil Road South, Singapore 468468",False,04/09/2025
489719,Changi Business Park Central 2,"89A Changi Business Park Central 2, Singapore 489719",True,04/09/2025
509970,Sree Ramar Temple,"49 Changi Village Road Sree Ramar Temple, Singapore 509970",True,04/09/2025
510591,591 Pasir Ris Green,"591 Pasir Ris Green, Singapore 510591",False,04/09/2025
510592,592 Pasir Ris Green,"592 Pasir Ris Green, Singapore 510592",False,04/09/2025
510593,593 Pasir Ris Drive 3,"593 Pasir Ris Drive 3, Singapore 510593",False,04/09/2025
510594,594 Pasir Ris Drive 3,"594 Pasir Ris Drive 3, Singapore 510594",False,04/09/2025
511591,591A Pasir Ris Green,"591A Pasir Ris Green, Singapore 511591",False,04/09/2025
511592,592A Pasir Ris Green,"592A Pasir Ris Green, Singapore 511592",False,04/09/2025
511593,593A Pasir Ris Drive 3,"593A Pasir Ris Drive 3, Singapore 511593",False,04/09/2025
511594,594A Pasir Ris Drive 3,"594A Pasir Ris Drive 3, Singapore 511594",False,04/09/2025
512591,591B Pasir Ris Green,"591B Pasir Ris Green, Singapore 512591",False,04/09/2025
512592,592B Pasir Ris Green,"592B Pasir Ris Green, Singapore 512592",False,04/09/2025
512593,593B Pasir Ris Drive 3,"593B Pasir Ris Drive 3, Singapore 512593",False,04/09/2025
512594,594B Pasir Ris Drive 3,"594B Pasir Ris Drive 3, Singapore 512594",False,04/09/2025
513593,593C Pasir Ris Drive 3,"593C Pasir Ris Drive 3, Singapore 513593",False,04/09/2025
534554,545 Upper Serangoon Road,"545 Upper Serangoon Road, Singapore 534554",False,04/09/2025
546388,12A Rosyth Road,"12A Rosyth Road, Singapore 546388",False,04/09/2025
548917,50 Hillside Drive,"50 Hillside Drive, Singapore 548917",False,04/09/2025
548918,50A Hillside Drive,"50A Hillside Drive, Singapore 548918",False,04/09/2025
548919,50B Hillside Drive,"50B Hillside Drive, Singapore 548919",False,04/09/2025
558032,Serangoon Garden Estate,"31 Cowdray Avenue Serangoon Garden Estate, Singapore 558032",True,04/09/2025
559592,8A Brighton Crescent,"8A Brighton Crescent, Singapore 559592",False,04/09/2025
559593,8B Brighton Crescent,"8B Brighton Crescent, Singapore 559593",False,04/09/2025
559890,Serangoon Garden Estate,"3B Berwick Drive Serangoon Garden Estate, Singapore 559890",True,04/09/2025
559991,Serangoon Garden Estate,"3C Berwick Drive Serangoon Garden Estate, Singapore 559991",True,04/09/2025
559992,Serangoon Garden Estate,"3D Berwick Drive Serangoon Garden Estate, Singapore 559992",True,04/09/2025
559993,Serangoon Garden Estate,"3E Berwick Drive Serangoon Garden Estate, Singapore 559993",True,04/09/2025
568618,Mayflower Gardens,"29 Mayflower Road Mayflower Gardens, Singapore 568618",True,04/09/2025
575557,51 Upper Thomson Road,"51 Upper Thomson Road, Singapore 575557",False,04/09/2025
578703,9L Jalan Berjaya,"9L Jalan Berjaya, Singapore 578703",False,04/09/2025
578970,Adelphi Park Estate,"13 Gardenia Road Adelphi Park Estate, Singapore 578970",True,04/09/2025
601338,338A Jurong East Avenue 1,"338A Jurong East Avenue 1, Singapore 601338",False,04/09/2025
610133,133 Yung Ho Walk,"133 Yung Ho Walk, Singapore 610133",False,04/09/2025
610134,134 Yung Ho Walk,"134 Yung Ho Walk, Singapore 610134",False,04/09/2025
610135,135 Yung Ho Walk,"135 Yung Ho Walk, Singapore 610135",False,04/09/2025
610136,136 Yung Ho Walk,"136 Yung Ho Walk, Singapore 610136",False,04/09/2025
611066,66A Yung Kuang Road,"66A Yung Kuang Road, Singapore 611066",False,04/09/2025
611134,134A Yung Ho Walk,"134A Yung Ho Walk, Singapore 611134",False,04/09/2025
611135,135A Yung Ho Walk,"135A Yung Ho Walk, Singapore 611135",False,04/09/2025
611136,136A Yung Ho Walk,"136A Yung Ho Walk, Singapore 611136",False,04/09/2025
612134,134B Yung Ho Walk,"134B Yung Ho Walk, Singapore 612134",False,04/09/2025
612135,135B Yung Ho Walk,"135B Yung Ho Walk, Singapore 612135",False,04/09/2025
619657,Taman Jurong Polyclinic,"20 Yung Kuang Road Taman Jurong Polyclinic, Singapore 619657",True,04/09/2025
619662,6A Yung Ho Road,"6A Yung Ho Road, Singapore 619662",False,04/09/2025
619794,21 Jalan Tukang,"21 Jalan Tukang, Singapore 619794",False,04/09/2025
619834,2G Jalan Papan,"2G Jalan Papan, Singapore 619834",False,04/09/2025
619835,2E Jalan Papan,"2E Jalan Papan, Singapore 619835",False,04/09/2025
637132,10A Tuas South Avenue 12,"10A Tuas South Avenue 12, Singapore 637132",False,04/09/2025
639061,6 Tuas View Drive,"6 Tuas View Drive, Singapore 639061",False,04/09/2025
641427,427A Jurong West Avenue 1,"427A Jurong West Avenue 1, Singapore 641427",False,04/09/2025
649920,500 Jalan Bahar,"500 Jalan Bahar, Singapore 649920",False,04/09/2025
659839,10 Bukit Batok West Avenue 9,"10 Bukit Batok West Avenue 9, Singapore 659839",False,04/09/2025
670027,27 Woodlands Road,"27 Woodlands Road, Singapore 670027",False,04/09/2025
670033,33 Woodlands Road,"33 Woodlands Road, Singapore 670033",False,04/09/2025
679350,20A Segar Road,"20A Segar Road, Singapore 679350",False,04/09/2025
719969,103 Lim Chu Kang Lane 3,"103 Lim Chu Kang Lane 3, Singapore 719969",False,04/09/2025
730219,219 Marsiling Lane,"219 Marsiling Lane, Singapore 730219",False,04/09/2025
730220,220 Marsiling Lane,"220 Marsiling Lane, Singapore 730220",False,04/09/2025
730221,221 Marsiling Lane,"221 Marsiling Lane, Singapore 730221",False,04/09/2025
730223,223 Marsiling Lane,"223 Marsiling Lane, Singapore 730223",False,04/09/2025
730224,224 Marsiling Lane,"224 Marsiling Lane, Singapore 730224",False,04/09/2025
731219,219A Marsiling Lane,"219A Marsiling Lane, Singapore 731219",False,04/09/2025
731220,220A Marsiling Lane,"220A Marsiling Lane, Singapore 731220",False,04/09/2025
731221,221A Marsiling Lane,"221A Marsiling Lane, Singapore 731221",False,04/09/2025
731223,223A Marsiling Lane,"223A Marsiling Lane, Singapore 731223",False,04/09/2025
731224,224A Marsiling Lane,"224A Marsiling Lane, Singapore 731224",False,04/09/2025
732223,223B Marsiling Lane,"223B Marsiling Lane, Singapore 732223",False,04/09/2025
738951,80 Woodlands Drive 16,"80 Woodlands Drive 16, Singapore 738951",False,04/09/2025
739312,Woodlands Polyclinic ()annex Block),"10A Woodlands Street 31 Woodlands Polyclinic ()annex Block), Singapore 739312",True,04/09/2025
758941,575 Sembawang Place,"575 Sembawang Place, Singapore 758941",False,04/09/2025
760962,962 Bah Soon Pah Road,"962 Bah Soon Pah Road, Singapore 760962",False,04/09/2025
760964,964 Bah Soon Pah Road,"964 Bah Soon Pah Road, Singapore 760964",False,04/09/2025
760965,965 Bah Soon Pah Road,"965 Bah Soon Pah Road, Singapore 760965",False,04/09/2025
760966,966 Bah Soon Pah Road,"966 Bah Soon Pah Road, Singapore 760966",False,04/09/2025
760967,967 Bah Soon Pah Road,"967 Bah Soon Pah Road, Singapore 760967",False,04/09/2025
760968,968 Bah Soon Pah Road,"968 Bah Soon Pah Road, Singapore 760968",False,04/09/2025
761962,962A Bah Soon Pah Road,"962A Bah Soon Pah Road, Singapore 761962",False,04/09/2025
761964,964A Bah Soon Pah Road,"964A Bah Soon Pah Road, Singapore 761964",False,04/09/2025
761965,965A Bah Soon Pah Road,"965A Bah Soon Pah Road, Singapore 761965",False,04/09/2025
761967,967A Bah Soon Pah Road,"967A Bah Soon Pah Road, Singapore 761967",False,04/09/2025
761968,968A Bah Soon Pah Road,"968A Bah Soon Pah Road, Singapore 761968",False,04/09/2025
762962,962B Bah Soon Pah Road,"962B Bah Soon Pah Road, Singapore 762962",False,04/09/2025
762964,964B Bah Soon Pah Road,"964B Bah Soon Pah Road, Singapore 762964",False,04/09/2025
762965,965B Bah Soon Pah Road,"965B Bah Soon Pah Road, Singapore 762965",False,04/09/2025
762967,967B Bah Soon Pah Road,"967B Bah Soon Pah Road, Singapore 762967",False,04/09/2025
762968,968B Bah Soon Pah Road,"968B Bah Soon Pah Road, Singapore 762968",False,04/09/2025
763965,965C Bah Soon Pah Road,"965C Bah Soon Pah Road, Singapore 763965",False,04/09/2025
808854,69A Neram Road,"69A Neram Road, Singapore 808854",False,04/09/2025
808855,69B Neram Road,"69B Neram Road, Singapore 808855",False,04/09/2025
388309,43A Lorong 25 Geylang,"43A Lorong 25 Geylang, Singapore 388309",False,04/09/2025
