Change Type,Postal Code,Building Name,Address,Building Type,Date Processed,Previous Name,Location Change (meters)
New Building,600425,Teban Gardens Road,"425 Teban Gardens Road, Singapore 600425",Non-Residential,15/02/2026,,
New Building,600426,Teban Gardens Road,"426 Teban Gardens Road, Singapore 600426",Non-Residential,15/02/2026,,
New Building,601425,Teban Gardens Road,"425A Teban Gardens Road, Singapore 601425",Non-Residential,15/02/2026,,
New Building,602425,Teban Gardens Road,"425B Teban Gardens Road, Singapore 602425",Non-Residential,15/02/2026,,
New Building,639387,170 Tuas South Avenue 5,"170 Tuas South Avenue 5, Singapore 639387",Residential,15/02/2026,,
New Building,639942,Nanyang Crescent MRT Station (jw4),"75 Nanyang Drive Nanyang Crescent MRT Station (jw4), Singapore 639942",Non-Residential,15/02/2026,,
New Building,639943,Peng Kang Hill MRT Station (jw5),"57 Nanyang Drive Peng Kang Hill MRT Station (jw5), Singapore 639943",Non-Residential,15/02/2026,,
New Building,649938,29 Corporation Road,"29 Corporation Road, Singapore 649938",Residential,15/02/2026,,
New Building,659779,Bukit Batok West MRT Station (je3),"399 Bukit Batok West Avenue 8 Bukit Batok West MRT Station (je3), Singapore 659779",Non-Residential,15/02/2026,,
New Building,659961,Tengah Park MRT Station (je2),"15 Bukit Batok Road Tengah Park MRT Station (je2), Singapore 659961",Non-Residential,15/02/2026,,
New Building,669759,Phoenix Heights Estate,"8A Phoenix Garden Phoenix Heights Estate, Singapore 669759",Non-Residential,15/02/2026,,
New Building,679535,14 Jalan Emas Urai,"14 Jalan Emas Urai, Singapore 679535",Residential,15/02/2026,,
New Building,699852,16 Sungei Tengah Lane,"16 Sungei Tengah Lane, Singapore 699852",Residential,15/02/2026,,
New Building,730912,912 Woodlands North Link,"912 Woodlands North Link, Singapore 730912",Residential,15/02/2026,,
New Building,730913,913 Woodlands North Link,"913 Woodlands North Link, Singapore 730913",Residential,15/02/2026,,
New Building,730915,915 Woodlands North Link,"915 Woodlands North Link, Singapore 730915",Residential,15/02/2026,,
New Building,730916,916 Woodlands North Link,"916 Woodlands North Link, Singapore 730916",Residential,15/02/2026,,
New Building,730917,917 Woodlands North Link,"917 Woodlands North Link, Singapore 730917",Residential,15/02/2026,,
New Building,730918,918 Woodlands North Link,"918 Woodlands North Link, Singapore 730918",Residential,15/02/2026,,
New Building,730919,919 Woodlands North Link,"919 Woodlands North Link, Singapore 730919",Residential,15/02/2026,,
New Building,731912,912A Woodlands North Link,"912A Woodlands North Link, Singapore 731912",Residential,15/02/2026,,
New Building,731913,913A Woodlands North Link,"913A Woodlands North Link, Singapore 731913",Residential,15/02/2026,,
New Building,731916,916A Woodlands North Link,"916A Woodlands North Link, Singapore 731916",Residential,15/02/2026,,
New Building,731917,917A Woodlands North Link,"917A Woodlands North Link, Singapore 731917",Residential,15/02/2026,,
New Building,731918,918A Woodlands North Link,"918A Woodlands North Link, Singapore 731918",Residential,15/02/2026,,
New Building,732913,913B Woodlands North Link,"913B Woodlands North Link, Singapore 732913",Residential,15/02/2026,,
New Building,732917,917B Woodlands North Link,"917B Woodlands North Link, Singapore 732917",Residential,15/02/2026,,
New Building,732918,918B Woodlands North Link,"918B Woodlands North Link, Singapore 732918",Residential,15/02/2026,,
New Building,733913,913C Woodlands North Link,"913C Woodlands North Link, Singapore 733913",Residential,15/02/2026,,
New Building,733918,918C Woodlands North Link,"918C Woodlands North Link, Singapore 733918",Residential,15/02/2026,,
New Building,750426,426 Admiralty Lane,"426 Admiralty Lane, Singapore 750426",Residential,15/02/2026,,
New Building,750427,427 Admiralty Lane,"427 Admiralty Lane, Singapore 750427",Residential,15/02/2026,,
New Building,750428,428 Admiralty Lane,"428 Admiralty Lane, Singapore 750428",Residential,15/02/2026,,
New Building,750446,446 Admiralty Lane,"446 Admiralty Lane, Singapore 750446",Residential,15/02/2026,,
New Building,750448,448 Admiralty Lane,"448 Admiralty Lane, Singapore 750448",Residential,15/02/2026,,
New Building,751426,426A Admiralty Lane,"426A Admiralty Lane, Singapore 751426",Residential,15/02/2026,,
New Building,751427,427A Admiralty Lane,"427A Admiralty Lane, Singapore 751427",Residential,15/02/2026,,
New Building,751446,446A Admiralty Lane,"446A Admiralty Lane, Singapore 751446",Residential,15/02/2026,,
New Building,751448,448A Admiralty Lane,"448A Admiralty Lane, Singapore 751448",Residential,15/02/2026,,
New Building,752426,426B Admiralty Lane,"426B Admiralty Lane, Singapore 752426",Residential,15/02/2026,,
New Building,752427,427B Admiralty Lane,"427B Admiralty Lane, Singapore 752427",Residential,15/02/2026,,
New Building,752446,446B Admiralty Lane,"446B Admiralty Lane, Singapore 752446",Residential,15/02/2026,,
New Building,752448,448B Admiralty Lane,"448B Admiralty Lane, Singapore 752448",Residential,15/02/2026,,
New Building,758975,Zap Building,"3 Woodlands Industrial Park E7 Zap Building, Singapore 758975",Non-Residential,15/02/2026,,
New Building,758976,Woodlands Industrial Park E7,"5 Woodlands Industrial Park E7, Singapore 758976",Non-Residential,15/02/2026,,
New Building,759817,3A Canberra View,"3A Canberra View, Singapore 759817",Residential,15/02/2026,,
New Building,760340,340 Yishun Street 31,"340 Yishun Street 31, Singapore 760340",Residential,15/02/2026,,
New Building,760341,341 Yishun Street 31,"341 Yishun Street 31, Singapore 760341",Residential,15/02/2026,,
New Building,760969,969 Bah Soon Pah Road,"969 Bah Soon Pah Road, Singapore 760969",Residential,15/02/2026,,
New Building,760970,970 Bah Soon Pah Road,"970 Bah Soon Pah Road, Singapore 760970",Residential,15/02/2026,,
New Building,760971,971 Bah Soon Pah Road,"971 Bah Soon Pah Road, Singapore 760971",Residential,15/02/2026,,
New Building,761340,340A Yishun Street 31,"340A Yishun Street 31, Singapore 761340",Residential,15/02/2026,,
New Building,761341,341A Yishun Street 31,"341A Yishun Street 31, Singapore 761341",Residential,15/02/2026,,
New Building,761969,969A Bah Soon Pah Road,"969A Bah Soon Pah Road, Singapore 761969",Residential,15/02/2026,,
New Building,761970,970A Bah Soon Pah Road,"970A Bah Soon Pah Road, Singapore 761970",Residential,15/02/2026,,
New Building,761971,971A Bah Soon Pah Road,"971A Bah Soon Pah Road, Singapore 761971",Residential,15/02/2026,,
New Building,762340,340B Yishun Street 31,"340B Yishun Street 31, Singapore 762340",Residential,15/02/2026,,
New Building,762341,341B Yishun Street 31,"341B Yishun Street 31, Singapore 762341",Residential,15/02/2026,,
New Building,762970,970B Bah Soon Pah Road,"970B Bah Soon Pah Road, Singapore 762970",Residential,15/02/2026,,
New Building,762971,971B Bah Soon Pah Road,"971B Bah Soon Pah Road, Singapore 762971",Residential,15/02/2026,,
New Building,763969,969C Bah Soon Pah Road,"969C Bah Soon Pah Road, Singapore 763969",Residential,15/02/2026,,
New Building,790480,480 Fernvale Drive,"480 Fernvale Drive, Singapore 790480",Residential,15/02/2026,,
New Building,790481,481 Fernvale Drive,"481 Fernvale Drive, Singapore 790481",Residential,15/02/2026,,
New Building,790482,482 Fernvale Drive,"482 Fernvale Drive, Singapore 790482",Residential,15/02/2026,,
New Building,791480,480A Fernvale Drive,"480A Fernvale Drive, Singapore 791480",Residential,15/02/2026,,
New Building,791482,482A Fernvale Drive,"482A Fernvale Drive, Singapore 791482",Residential,15/02/2026,,
New Building,792481,481B Fernvale Drive,"481B Fernvale Drive, Singapore 792481",Residential,15/02/2026,,
New Building,792482,482B Fernvale Drive,"482B Fernvale Drive, Singapore 792482",Residential,15/02/2026,,
New Building,798982,2B Seletar North Link,"2B Seletar North Link, Singapore 798982",Residential,15/02/2026,,
New Building,798983,2C Seletar North Link,"2C Seletar North Link, Singapore 798983",Residential,15/02/2026,,
New Building,799347,2A Seletar North Link,"2A Seletar North Link, Singapore 799347",Residential,15/02/2026,,
New Building,804041,80 Seletar Green Walk,"80 Seletar Green Walk, Singapore 804041",Residential,15/02/2026,,
New Building,804042,82 Seletar Green Walk,"82 Seletar Green Walk, Singapore 804042",Residential,15/02/2026,,
New Building,804043,84 Seletar Green Walk,"84 Seletar Green Walk, Singapore 804043",Residential,15/02/2026,,
New Building,804046,86 Seletar Green Walk,"86 Seletar Green Walk, Singapore 804046",Residential,15/02/2026,,
New Building,804047,88 Seletar Green Walk,"88 Seletar Green Walk, Singapore 804047",Residential,15/02/2026,,
New Building,804048,90 Seletar Green Walk,"90 Seletar Green Walk, Singapore 804048",Residential,15/02/2026,,
New Building,804049,92 Seletar Green Walk,"92 Seletar Green Walk, Singapore 804049",Residential,15/02/2026,,
New Building,804050,94 Seletar Green Walk,"94 Seletar Green Walk, Singapore 804050",Residential,15/02/2026,,
New Building,804051,96 Seletar Green Walk,"96 Seletar Green Walk, Singapore 804051",Residential,15/02/2026,,
New Building,804052,98 Seletar Green Walk,"98 Seletar Green Walk, Singapore 804052",Residential,15/02/2026,,
New Building,804053,100 Seletar Green Walk,"100 Seletar Green Walk, Singapore 804053",Residential,15/02/2026,,
New Building,804054,102 Seletar Green Walk,"102 Seletar Green Walk, Singapore 804054",Residential,15/02/2026,,
New Building,804055,104 Seletar Green Walk,"104 Seletar Green Walk, Singapore 804055",Residential,15/02/2026,,
New Building,804056,1 Luxus Hill Heights,"1 Luxus Hill Heights, Singapore 804056",Residential,15/02/2026,,
New Building,804061,2 Luxus Hill Heights,"2 Luxus Hill Heights, Singapore 804061",Residential,15/02/2026,,
New Building,804062,3 Luxus Hill Heights,"3 Luxus Hill Heights, Singapore 804062",Residential,15/02/2026,,
New Building,804063,4 Luxus Hill Heights,"4 Luxus Hill Heights, Singapore 804063",Residential,15/02/2026,,
New Building,804064,5 Luxus Hill Heights,"5 Luxus Hill Heights, Singapore 804064",Residential,15/02/2026,,
New Building,804065,6 Luxus Hill Heights,"6 Luxus Hill Heights, Singapore 804065",Residential,15/02/2026,,
New Building,804066,7 Luxus Hill Heights,"7 Luxus Hill Heights, Singapore 804066",Residential,15/02/2026,,
New Building,804067,8 Luxus Hill Heights,"8 Luxus Hill Heights, Singapore 804067",Residential,15/02/2026,,
New Building,804068,9 Luxus Hill Heights,"9 Luxus Hill Heights, Singapore 804068",Residential,15/02/2026,,
New Building,804069,10 Luxus Hill Heights,"10 Luxus Hill Heights, Singapore 804069",Residential,15/02/2026,,
New Building,804070,11 Luxus Hill Heights,"11 Luxus Hill Heights, Singapore 804070",Residential,15/02/2026,,
New Building,804071,12 Luxus Hill Heights,"12 Luxus Hill Heights, Singapore 804071",Residential,15/02/2026,,
New Building,804072,13 Luxus Hill Heights,"13 Luxus Hill Heights, Singapore 804072",Residential,15/02/2026,,
New Building,804073,14 Luxus Hill Heights,"14 Luxus Hill Heights, Singapore 804073",Residential,15/02/2026,,
New Building,804074,15 Luxus Hill Heights,"15 Luxus Hill Heights, Singapore 804074",Residential,15/02/2026,,
New Building,804075,16 Luxus Hill Heights,"16 Luxus Hill Heights, Singapore 804075",Residential,15/02/2026,,
New Building,804076,17 Luxus Hill Heights,"17 Luxus Hill Heights, Singapore 804076",Residential,15/02/2026,,
New Building,804077,18 Luxus Hill Heights,"18 Luxus Hill Heights, Singapore 804077",Residential,15/02/2026,,
New Building,804078,19 Luxus Hill Heights,"19 Luxus Hill Heights, Singapore 804078",Residential,15/02/2026,,
New Building,804079,20 Luxus Hill Heights,"20 Luxus Hill Heights, Singapore 804079",Residential,15/02/2026,,
New Building,804080,21 Luxus Hill Heights,"21 Luxus Hill Heights, Singapore 804080",Residential,15/02/2026,,
New Building,804081,22 Luxus Hill Heights,"22 Luxus Hill Heights, Singapore 804081",Residential,15/02/2026,,
New Building,804082,23 Luxus Hill Heights,"23 Luxus Hill Heights, Singapore 804082",Residential,15/02/2026,,
New Building,804083,24 Luxus Hill Heights,"24 Luxus Hill Heights, Singapore 804083",Residential,15/02/2026,,
New Building,804084,25 Luxus Hill Heights,"25 Luxus Hill Heights, Singapore 804084",Residential,15/02/2026,,
New Building,804085,26 Luxus Hill Heights,"26 Luxus Hill Heights, Singapore 804085",Residential,15/02/2026,,
New Building,804086,27 Luxus Hill Heights,"27 Luxus Hill Heights, Singapore 804086",Residential,15/02/2026,,
New Building,804087,28 Luxus Hill Heights,"28 Luxus Hill Heights, Singapore 804087",Residential,15/02/2026,,
New Building,804088,29 Luxus Hill Heights,"29 Luxus Hill Heights, Singapore 804088",Residential,15/02/2026,,
New Building,804089,30 Luxus Hill Heights,"30 Luxus Hill Heights, Singapore 804089",Residential,15/02/2026,,
New Building,804090,31 Luxus Hill Heights,"31 Luxus Hill Heights, Singapore 804090",Residential,15/02/2026,,
New Building,804091,32 Luxus Hill Heights,"32 Luxus Hill Heights, Singapore 804091",Residential,15/02/2026,,
New Building,804092,33 Luxus Hill Heights,"33 Luxus Hill Heights, Singapore 804092",Residential,15/02/2026,,
New Building,804093,34 Luxus Hill Heights,"34 Luxus Hill Heights, Singapore 804093",Residential,15/02/2026,,
New Building,804094,35 Luxus Hill Heights,"35 Luxus Hill Heights, Singapore 804094",Residential,15/02/2026,,
New Building,804095,36 Luxus Hill Heights,"36 Luxus Hill Heights, Singapore 804095",Residential,15/02/2026,,
New Building,804096,37 Luxus Hill Heights,"37 Luxus Hill Heights, Singapore 804096",Residential,15/02/2026,,
New Building,804097,38 Luxus Hill Heights,"38 Luxus Hill Heights, Singapore 804097",Residential,15/02/2026,,
New Building,804098,39 Luxus Hill Heights,"39 Luxus Hill Heights, Singapore 804098",Residential,15/02/2026,,
New Building,804099,40 Luxus Hill Heights,"40 Luxus Hill Heights, Singapore 804099",Residential,15/02/2026,,
New Building,804100,41 Luxus Hill Heights,"41 Luxus Hill Heights, Singapore 804100",Residential,15/02/2026,,
New Building,804101,42 Luxus Hill Heights,"42 Luxus Hill Heights, Singapore 804101",Residential,15/02/2026,,
New Building,804102,43 Luxus Hill Heights,"43 Luxus Hill Heights, Singapore 804102",Residential,15/02/2026,,
New Building,804103,44 Luxus Hill Heights,"44 Luxus Hill Heights, Singapore 804103",Residential,15/02/2026,,
New Building,804104,45 Luxus Hill Heights,"45 Luxus Hill Heights, Singapore 804104",Residential,15/02/2026,,
New Building,804105,46 Luxus Hill Heights,"46 Luxus Hill Heights, Singapore 804105",Residential,15/02/2026,,
New Building,804106,47 Luxus Hill Heights,"47 Luxus Hill Heights, Singapore 804106",Residential,15/02/2026,,
New Building,804107,48 Luxus Hill Heights,"48 Luxus Hill Heights, Singapore 804107",Residential,15/02/2026,,
New Building,804108,49 Luxus Hill Heights,"49 Luxus Hill Heights, Singapore 804108",Residential,15/02/2026,,
New Building,804109,50 Luxus Hill Heights,"50 Luxus Hill Heights, Singapore 804109",Residential,15/02/2026,,
New Building,804110,51 Luxus Hill Heights,"51 Luxus Hill Heights, Singapore 804110",Residential,15/02/2026,,
New Building,804111,52 Luxus Hill Heights,"52 Luxus Hill Heights, Singapore 804111",Residential,15/02/2026,,
New Building,804112,53 Luxus Hill Heights,"53 Luxus Hill Heights, Singapore 804112",Residential,15/02/2026,,
New Building,804113,54 Luxus Hill Heights,"54 Luxus Hill Heights, Singapore 804113",Residential,15/02/2026,,
New Building,804114,55 Luxus Hill Heights,"55 Luxus Hill Heights, Singapore 804114",Residential,15/02/2026,,
New Building,804115,56 Luxus Hill Heights,"56 Luxus Hill Heights, Singapore 804115",Residential,15/02/2026,,
New Building,804116,57 Luxus Hill Heights,"57 Luxus Hill Heights, Singapore 804116",Residential,15/02/2026,,
New Building,804117,58 Luxus Hill Heights,"58 Luxus Hill Heights, Singapore 804117",Residential,15/02/2026,,
New Building,804118,59 Luxus Hill Heights,"59 Luxus Hill Heights, Singapore 804118",Residential,15/02/2026,,
New Building,804119,60 Luxus Hill Heights,"60 Luxus Hill Heights, Singapore 804119",Residential,15/02/2026,,
New Building,804120,61 Luxus Hill Heights,"61 Luxus Hill Heights, Singapore 804120",Residential,15/02/2026,,
New Building,804121,62 Luxus Hill Heights,"62 Luxus Hill Heights, Singapore 804121",Residential,15/02/2026,,
New Building,804122,63 Luxus Hill Heights,"63 Luxus Hill Heights, Singapore 804122",Residential,15/02/2026,,
New Building,804123,64 Luxus Hill Heights,"64 Luxus Hill Heights, Singapore 804123",Residential,15/02/2026,,
New Building,804124,65 Luxus Hill Heights,"65 Luxus Hill Heights, Singapore 804124",Residential,15/02/2026,,
New Building,804125,66 Luxus Hill Heights,"66 Luxus Hill Heights, Singapore 804125",Residential,15/02/2026,,
New Building,804126,67 Luxus Hill Heights,"67 Luxus Hill Heights, Singapore 804126",Residential,15/02/2026,,
New Building,804127,68 Luxus Hill Heights,"68 Luxus Hill Heights, Singapore 804127",Residential,15/02/2026,,
New Building,804128,69 Luxus Hill Heights,"69 Luxus Hill Heights, Singapore 804128",Residential,15/02/2026,,
New Building,804129,70 Luxus Hill Heights,"70 Luxus Hill Heights, Singapore 804129",Residential,15/02/2026,,
New Building,804130,71 Luxus Hill Heights,"71 Luxus Hill Heights, Singapore 804130",Residential,15/02/2026,,
New Building,804131,72 Luxus Hill Heights,"72 Luxus Hill Heights, Singapore 804131",Residential,15/02/2026,,
New Building,804132,73 Luxus Hill Heights,"73 Luxus Hill Heights, Singapore 804132",Residential,15/02/2026,,
New Building,804133,74 Luxus Hill Heights,"74 Luxus Hill Heights, Singapore 804133",Residential,15/02/2026,,
New Building,804134,75 Luxus Hill Heights,"75 Luxus Hill Heights, Singapore 804134",Residential,15/02/2026,,
New Building,804135,76 Luxus Hill Heights,"76 Luxus Hill Heights, Singapore 804135",Residential,15/02/2026,,
New Building,804136,77 Luxus Hill Heights,"77 Luxus Hill Heights, Singapore 804136",Residential,15/02/2026,,
New Building,804137,78 Luxus Hill Heights,"78 Luxus Hill Heights, Singapore 804137",Residential,15/02/2026,,
New Building,804138,79 Luxus Hill Heights,"79 Luxus Hill Heights, Singapore 804138",Residential,15/02/2026,,
New Building,804139,80 Luxus Hill Heights,"80 Luxus Hill Heights, Singapore 804139",Residential,15/02/2026,,
New Building,804140,81 Luxus Hill Heights,"81 Luxus Hill Heights, Singapore 804140",Residential,15/02/2026,,
New Building,804141,82 Luxus Hill Heights,"82 Luxus Hill Heights, Singapore 804141",Residential,15/02/2026,,
New Building,804142,83 Luxus Hill Heights,"83 Luxus Hill Heights, Singapore 804142",Residential,15/02/2026,,
New Building,804143,84 Luxus Hill Heights,"84 Luxus Hill Heights, Singapore 804143",Residential,15/02/2026,,
New Building,804144,85 Luxus Hill Heights,"85 Luxus Hill Heights, Singapore 804144",Residential,15/02/2026,,
New Building,804145,86 Luxus Hill Heights,"86 Luxus Hill Heights, Singapore 804145",Residential,15/02/2026,,
New Building,804146,87 Luxus Hill Heights,"87 Luxus Hill Heights, Singapore 804146",Residential,15/02/2026,,
New Building,804147,88 Luxus Hill Heights,"88 Luxus Hill Heights, Singapore 804147",Residential,15/02/2026,,
New Building,804148,89 Luxus Hill Heights,"89 Luxus Hill Heights, Singapore 804148",Residential,15/02/2026,,
New Building,804149,90 Luxus Hill Heights,"90 Luxus Hill Heights, Singapore 804149",Residential,15/02/2026,,
New Building,804150,91 Luxus Hill Heights,"91 Luxus Hill Heights, Singapore 804150",Residential,15/02/2026,,
New Building,804151,92 Luxus Hill Heights,"92 Luxus Hill Heights, Singapore 804151",Residential,15/02/2026,,
New Building,804152,93 Luxus Hill Heights,"93 Luxus Hill Heights, Singapore 804152",Residential,15/02/2026,,
New Building,804153,94 Luxus Hill Heights,"94 Luxus Hill Heights, Singapore 804153",Residential,15/02/2026,,
New Building,804154,96 Luxus Hill Heights,"96 Luxus Hill Heights, Singapore 804154",Residential,15/02/2026,,
New Building,804155,98 Luxus Hill Heights,"98 Luxus Hill Heights, Singapore 804155",Residential,15/02/2026,,
New Building,804156,100 Luxus Hill Heights,"100 Luxus Hill Heights, Singapore 804156",Residential,15/02/2026,,
New Building,804157,102 Luxus Hill Heights,"102 Luxus Hill Heights, Singapore 804157",Residential,15/02/2026,,
New Building,804158,104 Luxus Hill Heights,"104 Luxus Hill Heights, Singapore 804158",Residential,15/02/2026,,
New Building,804159,106 Luxus Hill Heights,"106 Luxus Hill Heights, Singapore 804159",Residential,15/02/2026,,
New Building,804160,108 Luxus Hill Heights,"108 Luxus Hill Heights, Singapore 804160",Residential,15/02/2026,,
New Building,804161,110 Luxus Hill Heights,"110 Luxus Hill Heights, Singapore 804161",Residential,15/02/2026,,
New Building,804162,112 Luxus Hill Heights,"112 Luxus Hill Heights, Singapore 804162",Residential,15/02/2026,,
New Building,804163,114 Luxus Hill Heights,"114 Luxus Hill Heights, Singapore 804163",Residential,15/02/2026,,
New Building,804164,116 Luxus Hill Heights,"116 Luxus Hill Heights, Singapore 804164",Residential,15/02/2026,,
New Building,804165,118 Luxus Hill Heights,"118 Luxus Hill Heights, Singapore 804165",Residential,15/02/2026,,
New Building,804166,120 Luxus Hill Heights,"120 Luxus Hill Heights, Singapore 804166",Residential,15/02/2026,,
New Building,804167,122 Luxus Hill Heights,"122 Luxus Hill Heights, Singapore 804167",Residential,15/02/2026,,
New Building,804168,124 Luxus Hill Heights,"124 Luxus Hill Heights, Singapore 804168",Residential,15/02/2026,,
New Building,804169,126 Luxus Hill Heights,"126 Luxus Hill Heights, Singapore 804169",Residential,15/02/2026,,
New Building,804170,128 Luxus Hill Heights,"128 Luxus Hill Heights, Singapore 804170",Residential,15/02/2026,,
New Building,804171,130 Luxus Hill Heights,"130 Luxus Hill Heights, Singapore 804171",Residential,15/02/2026,,
New Building,804172,132 Luxus Hill Heights,"132 Luxus Hill Heights, Singapore 804172",Residential,15/02/2026,,
New Building,804173,134 Luxus Hill Heights,"134 Luxus Hill Heights, Singapore 804173",Residential,15/02/2026,,
New Building,804174,136 Luxus Hill Heights,"136 Luxus Hill Heights, Singapore 804174",Residential,15/02/2026,,
New Building,804175,138 Luxus Hill Heights,"138 Luxus Hill Heights, Singapore 804175",Residential,15/02/2026,,
New Building,804176,140 Luxus Hill Heights,"140 Luxus Hill Heights, Singapore 804176",Residential,15/02/2026,,
New Building,804177,142 Luxus Hill Heights,"142 Luxus Hill Heights, Singapore 804177",Residential,15/02/2026,,
New Building,804178,144 Luxus Hill Heights,"144 Luxus Hill Heights, Singapore 804178",Residential,15/02/2026,,
