blk_no,street,postal_code,name,lat,lon
66B,SMITH STREET,058966,YES CHINATOWN POINT HOTEL,1.28301745272928,103.843204514385
34,PAGODA STREET,059193,PAGODA VIEW,1.28342448390316,103.844644285416
34B,PAGODA STREET,059193,PAGODA VIEW,1.28342448417691,103.844644285688
34A,PAGODA STREET,059193,PAGODA VIEW,1.28342448417691,103.844644285688
11,HONGKONG STREET,059654,NIL,1.28764265296418,103.847587788617
11A,HONGKONG STREET,059654,NIL,1.28764265323793,103.847587788617
11B,HONGKONG STREET,059654,NIL,1.28764265323793,103.847587788617
11C,HONGKONG STREET,059654,NIL,1.28764265323793,103.847587788617
11D,HONGKONG STREET,059654,NIL,1.28764265323793,103.847587788617
12,HONGKONG STREET,059655,NIL,1.28766158486773,103.8475424222
21,CARPENTER STREET,059984,21 CARPENTER,1.28859134761324,103.847424110235
10,ANN SIANG HILL,069789,TELOK AYER CONSERVATION AREA,1.28133316690424,103.845414593859
10B,ANN SIANG HILL,069789,TELOK AYER CONSERVATION AREA,1.28133316663051,103.845414593587
10A,ANN SIANG HILL,069789,TELOK AYER CONSERVATION AREA,1.28133316663051,103.845414593587
58,AMOY STREET,069884,TELOK AYER CONSERVATION AREA,1.279965072053,103.846865886481
58A,AMOY STREET,069884,TELOK AYER CONSERVATION AREA,1.27996507232675,103.846865886752
89A,AMOY STREET,069908,TELOK AYER CONSERVATION AREA,1.28115612119425,103.846956014699
89,AMOY STREET,069908,TELOK AYER CONSERVATION AREA,1.28115612174174,103.846956014971
89B,AMOY STREET,069908,TELOK AYER CONSERVATION AREA,1.28115612119425,103.846956014699
104,AMOY STREET,069924,TELOK AYER CONSERVATION AREA,1.28176961943832,103.84733603659
36,TRAS STREET,078975,TANJONG PAGAR CONSERVATION AREA,1.27844143979025,103.844302426339
38,TRAS STREET,078977,TANJONG PAGAR CONSERVATION AREA,1.27840013580936,103.844268908684
39,TRAS STREET,078978,TANJONG PAGAR CONSERVATION AREA,1.27832499007713,103.844582056641
39A,TRAS STREET,078978,TANJONG PAGAR CONSERVATION AREA,1.27832499035085,103.844582056641
39B,TRAS STREET,078978,TANJONG PAGAR CONSERVATION AREA,1.27832499035085,103.844582056641
65,TRAS STREET,079004,TANJONG PAGAR CONSERVATION AREA,1.27770453139757,103.844470190608
65A,TRAS STREET,079004,TANJONG PAGAR CONSERVATION AREA,1.27770453139757,103.844470190608
72B,TRAS STREET,079011,TANJONG PAGAR CONSERVATION AREA,1.27757707096217,103.844071102911
72A,TRAS STREET,079011,TANJONG PAGAR CONSERVATION AREA,1.27757707096217,103.844071102911
72,TRAS STREET,079011,TANJONG PAGAR CONSERVATION AREA,1.27757707068842,103.844071102911
2,EVERTON PARK,081002,EVERTON PARK,1.27741630337522,103.839330846341
36,EVERTON ROAD,089389,BLAIR PLAIN CONSERVATION AREA,1.27648821511626,103.837992801761
38,EVERTON ROAD,089391,NIL,1.27650776030113,103.838088055663
39,EVERTON ROAD,089392,BLAIR PLAIN CONSERVATION AREA,1.27651526542695,103.838134418771
39A,EVERTON ROAD,089392,BLAIR PLAIN CONSERVATION AREA,1.27651526515322,103.838134418499
40,EVERTON ROAD,089393,BLAIR PLAIN CONSERVATION AREA,1.27652593650392,103.838204113015
40A,EVERTON ROAD,089393,BLAIR PLAIN CONSERVATION AREA,1.27652593650392,103.838204112471
200,CANTONMENT ROAD,089763,CONSULATE OF THE SLOVAK REPUBLIC,1.27342504453311,103.841261971386
200,CANTONMENT ROAD,089763,SOUTHPOINT,1.27344456173144,103.84125157354
237A,CANTONMENT ROAD,089767,CANTONMENT SERVICED APARTMENTS,1.27507530833237,103.84132122647
237,CANTONMENT ROAD,089767,CANTONMENT SERVICED APARTMENTS,1.27507530805864,103.84132122647
237B,CANTONMENT ROAD,089767,CANTONMENT SERVICED APARTMENTS,1.27507530833237,103.84132122647
41,BUKIT PASOH ROAD,089855,NIL,1.2794510879902,103.840320237755
5,BLAIR ROAD,089905,BLAIR PLAIN CONSERVATION AREA,1.27622282743229,103.836741936728
9,BLAIR ROAD,089909,BLAIR PLAIN CONSERVATION AREA,1.27624691038425,103.836594265513
12,BLAIR ROAD,089912,BLAIR PLAIN CONSERVATION AREA,1.27660460112021,103.836423771059
43,BLAIR ROAD,089943,BLAIR PLAIN CONSERVATION AREA,1.27573744790702,103.835987234941
50,BLAIR ROAD,089950,BLAIR PLAIN CONSERVATION AREA,1.27598314244062,103.835745055307
4,HARBOURFRONT AVENUE,097992,THE REEF AT KING'S DOCK,1.26518538987701,103.817221633646
6,HARBOURFRONT AVENUE,097993,THE REEF AT KING'S DOCK,1.26536479952555,103.817366011809
8,HARBOURFRONT AVENUE,097994,THE REEF AT KING'S DOCK,1.26568588847232,103.81746659361
12,HARBOURFRONT AVENUE,097996,THE REEF AT KING'S DOCK,1.2656169946578,103.817713876415
39,OCEAN DRIVE,098187,KASARA,1.25004905350305,103.841633373557
41,OCEAN DRIVE,098188,KASARA,1.25018165139226,103.841738970844
29,LAKESHORE VIEW,098283,NIL,1.24888388895392,103.838388739327
11,OCEAN WAY,098372,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,1.24668894453637,103.842804464638
26,LAKESHORE VIEW,098519,NIL,1.24929731006558,103.838479513983
38,KEPPEL BAY DRIVE,098654,CARIBBEAN AT KEPPEL BAY,1.26604838578904,103.813912593194
79,WISHART ROAD,098725,NIL,1.26998965855585,103.813921787897
3,SILOSO ROAD,098977,NIL,1.25349470654265,103.818840231201
50,SILOSO BEACH WALK,099000,NIL,1.25250724545676,103.815987203494
6,BUKIT TERESA CLOSE,099778,NIL,1.27626406876733,103.825695501576
35,ALLANBROOKE ROAD,099982,ISLANDER PRE-SCHOOL,1.24841043446067,103.828434447377
35,ALLANBROOKE ROAD,099982,ISLANDER PRE-SCHOOL PTE LTD,1.24840314215115,103.828402689915
5,LOCK ROAD,108933,GILLMAN BARRACKS,1.27730010266691,103.803761130329
8,LOCK ROAD,108936,GILLMAN BARRACKS,1.27771007053818,103.804010787253
208,DEPOT ROAD,109698,THE INTERLACE,1.28221769648724,103.803662042557
3,WHOLESALE CENTRE,110003,PASIR PANJANG WHOLESALE CENTRE,1.28647858253382,103.777828607349
5,WHOLESALE CENTRE,110005,PASIR PANJANG WHOLESALE CENTRE,1.2873652017475,103.776593844194
56G,SOUTH BUONA VISTA ROAD,117294,KENT RIDGE HILL RESIDENCES,1.2809927107571,103.790807496033
56K,SOUTH BUONA VISTA ROAD,117297,KENT RIDGE HILL RESIDENCES,1.28093169832766,103.790949823499
56N,SOUTH BUONA VISTA ROAD,117300,KENT RIDGE HILL RESIDENCES,1.28086053525893,103.791088201858
60H,SOUTH BUONA VISTA ROAD,117321,KENT RIDGE HILL RESIDENCES,1.2812812417668,103.790176071629
17,PASIR PANJANG ROAD,117532,NIL,1.27057643344649,103.800194169153
84,CHWEE CHIAN ROAD,117655,BANYAN PARK,1.28006329496928,103.789713639818
45A,WEST COAST HIGHWAY,117869,DOG WASH FACILITY,1.28985054231137,103.770101574595
26A,PEPYS ROAD,118453,PERUMAHAN KASTAM MALAYSIA,1.27705651341225,103.795392991446
26,PEPYS ROAD,118453,PERUMAHAN KASTAM MALAYSIA,1.27705651341225,103.795392991446
26B,PEPYS ROAD,118453,PERUMAHAN KASTAM MALAYSIA,1.27705651341225,103.795392991446
33,PEPYS ROAD,118454,THE PEAK,1.27995836101667,103.793330073651
348L,PASIR PANJANG ROAD,118825,GRYPHON TERRACE,1.29040180037798,103.776453576571
6,PASIR PANJANG HILL,118830,NIL,1.28021997933843,103.786144271103
49,PASIR PANJANG DRIVE,118935,EALINE PARK,1.29229983822471,103.771767800486
51,PASIR PANJANG DRIVE,118936,EALINE PARK,1.29194698364163,103.771787190683
1,PASIR PANJANG CLOSE,118959,SUNNY VALE,1.29145917393618,103.771945758981
3A,PASIR PANJANG CLOSE,118962,SUNNY VALE,1.29164971521327,103.771954762613
7,PASIR PANJANG CLOSE,118965,SUNNY VALE,1.29181591301632,103.771969367244
5,NEO PEE TECK LANE,119029,NIL,1.29249259012206,103.768666267478
85,JALAN MAT JAMBOL,119551,CHELSEA VILLAGE,1.27998885407147,103.790453101821
2,JALAN MAT JAMBOL,119554,BIJOU,1.27685386379359,103.791742171785
6,HYDERABAD ROAD,119576,TRAINING AND HEALTH EDUCATION,1.28049979667984,103.799000411476
45,CHWEE CHIAN ROAD,119756,NIL,1.27993017497507,103.788821321847
51,CHWEE CHIAN ROAD,119759,NIL,1.28004608887578,103.788964885893
51,CHWEE CHIAN ROAD,119759,GREENFIELD MONTESSORI@PASIR PANJANG PTE. LTD.,1.28004565076272,103.788956826635
11,BALMEG HILL,119916,THE PEAK@BALMEG,1.28309986005628,103.784292382245
450,ALEXANDRA ROAD,119960,NIL,1.27666696297319,103.802112186583
106,CLEMENTI STREET 12,120106,SUNSET WAY RESIDENCE,1.32191467282846,103.769815226286
116,CLEMENTI STREET 13,120116,SUNSET WAY RESIDENCE,1.32411253933745,103.771925036203
377,CLEMENTI AVENUE 5,120377,NIL,1.31756398951141,103.767975202583
378,CLEMENTI AVENUE 5,120378,NIL,1.31741204180126,103.767416985995
381,CLEMENTI AVENUE 5,120381,NIL,1.3185553480936,103.768028348058
5,ALBERT WINSEMIUS LANE,126787,NEA SOUTH WEST REGIONAL OFFICE,1.32136352947377,103.769151103075
73,WEST COAST CRESCENT,126790,THE VISION,1.29825892605471,103.76504947778
81,WEST COAST CRESCENT,126794,THE VISION,1.29808666166043,103.764319346725
1D,WEST COAST WAY,126985,WEST COAST GARDENS,1.31469085135706,103.754968287516
2,WEST COAST WAY,126986,WEST COAST GARDENS,1.31422401227779,103.755211421487
4,WEST COAST VIEW,127180,WEST COAST VIEW,1.29494817300815,103.766582914885
1,WEST COAST VIEW,127191,NIL,1.29462140803632,103.766666323519
154,WEST COAST ROAD,127371,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,1.30362457527941,103.765858386923
154,WEST COAST ROAD,127371,WEST COAST PLAZA,1.30369748971099,103.766131294678
25,WEST COAST RISE,127468,MONTEREY PARK CONDOMINIUM,1.31635752222894,103.753054547029
6,WEST COAST LANE,127737,WEST COAST GARDENS,1.31261360739401,103.758056363317
35,WEST COAST LANE,127765,WEST COAST GARDENS,1.31311583633829,103.758783057001
21,WEST COAST GROVE,127832,WEST COAST GARDENS,1.31445858073969,103.756114315087
99,WEST COAST GROVE,127888,SUNGROVE,1.31223529592989,103.756580320401
61,WEST COAST GREEN,127925,WEST COAST GARDENS,1.31613185360481,103.756638201319
63,WEST COAST GREEN,127926,NIL,1.31603960064983,103.756617127322
63,WEST COAST GREEN,127926,WEST COAST GARDENS,1.31608381246326,103.756675012693
67,WEST COAST GREEN,127928,WEST COAST GARDENS,1.31598757386937,103.756748393929
69,TAMAN MAS MERAH,128193,PASIR PANJANG GARDENS,1.30917305252479,103.76464225016
71,TAMAN MAS MERAH,128194,PASIR PANJANG GARDENS,1.30911822148525,103.764844714317
73,TAMAN MAS MERAH,128195,PASIR PANJANG GARDENS,1.30908377334701,103.76491579438
31,PANDAN LOOP,128247,PANDAN LOOP INDUSTRIAL ESTATE,1.31004597294743,103.754644490523
29,PANDAN CRESCENT,128473,NIL,1.30699203879582,103.758430928493
31,JALAN MAS PUTEH,128633,PASIR PANJANG GARDENS,1.30842294443189,103.762160456355
31A,JALAN MAS PUTEH,128633,PASIR PANJANG GARDENS,1.30842294443189,103.762160456355
47,JALAN MAS KUNING,128739,PASIR PANJANG GARDENS,1.30827077045145,103.763852046851
48,JALAN MAS KUNING,128740,PASIR PANJANG GARDENS,1.30785584832497,103.764160642977
4,FABER TERRACE,129000,FABER HILLS,1.32060534614013,103.756100311213
19,FABER DRIVE,129349,FABER HILLS,1.31840848070198,103.758032094184
32,FABER AVENUE,129543,FABER HILLS,1.31798363581743,103.759240275924
44,FABER AVENUE,129549,FABER HILLS,1.31846942710263,103.759680818203
3201,COMMONWEALTH AVENUE WEST,129586,NIL,1.3193627452444,103.762372622388
5A,CLEMENTI AVENUE 5,129970,TEMPORARY SITE OFFICE,1.31633099816671,103.766533957934
28C,DOVER CRESCENT,133028,DOVER GARDENS,1.30568925796414,103.782345952713
60,BIOPOLIS STREET,138672,GENOME,1.30262827709254,103.79258433656
60,BIOPOLIS STREET,138672,GENOME INSTITUTE OF SINGAPORE,1.3026839219932,103.792579794283
61,BIOPOLIS DRIVE,138673,INSTITUTE OF MOLECULAR AND CELL BIOLOGY,1.30290270402394,103.793217851337
61,BIOPOLIS DRIVE,138673,PROTEOS,1.30306928213582,103.79319211637
1,AYER RAJAH AVENUE,138676,INSEAD,1.29975202317474,103.786479257926
1,AYER RAJAH AVENUE,138676,SORBONNE-ASSAS INTERNATIONAL LAW SCHOOL - ASIA,1.29953849132855,103.786703622152
28,AYER RAJAH CRESCENT,139959,NIL,1.29648809879812,103.790229034383
26A,AYER RAJAH CRESCENT,139963,NIL,1.29593894662169,103.790686930421
36,MARGARET DRIVE,140036,SKYRESIDENCE @ DAWSON,1.29746900297522,103.805379901707
187,MEI CHIN ROAD,140187,STIRLING HORIZON,1.29301990039928,103.801810807466
49,TANGLIN HALT ROAD,142049,NIL,1.3004269308691,103.797359760167
16,SHEPHERDS DRIVE,149009,SHEPHERD'S HILL ESTATE,1.29100331084947,103.80547875761
10,JALAN RUMAH TINGGI,150010,RUMAH TINGGI VIEW,1.28820018880462,103.808369387433
101,HENDERSON CRESCENT,150101,NIL,1.29071799751539,103.821625207737
150,PRINCE CHARLES CRESCENT,159012,TANGLIN VIEW,1.29182877953015,103.818366893396
93,HAVELOCK ROAD,160093,NIL,1.28975999628051,103.832884912512
7,TIONG BAHRU ROAD,161007,NIL,1.28613832025727,103.831069869517
3,TIONG BAHRU ROAD,162003,NIL,1.28617878318091,103.832309554646
4,JALAN BUKIT HO SWEE,162004,BUKIT HO SWEE VIEW,1.28742239926051,103.831238878232
13,YORK HILL,162013,NIL,1.28654422558783,103.838264529411
22,JALAN MEMBINA,166022,NIL,1.2848879468295,103.826444566955
8A,JALAN KUKOH,167008,MULTI STOREY CAR PARK,1.28731262587884,103.83894413686
30,SENG POH ROAD,168898,TIONG BAHRU FOOD CENTRE,1.28495105948938,103.832669748751
30,SENG POH ROAD,168898,TIONG BAHRU MARKET,1.28478559810371,103.832181546885
275,OUTRAM ROAD,169064,NIL,1.28551967639378,103.83457886755
275A,OUTRAM ROAD,169064,NIL,1.28551967666754,103.834578867822
3,JALAN MEMBINA,169480,NIL,1.28532736402595,103.828385533878
3,JALAN MEMBINA,169480,CENTRAL GREEN CONDOMINIUM,1.28531201794958,103.828219356222
2,STAMFORD ROAD,178882,"SWISSOTEL THE STAMFORD, SINGAPORE",1.29326862813347,103.8533651777
60,HILL STREET,179366,ARMENIAN APOSTOLIC CHURCH OF SAINT GREGORY THE ILLUMINATOR,1.2930995691703,103.849400515214
2,COX TERRACE,179622,BATTLE BOX (FORMERLY FAR EAST COMMAND CENTRE),1.29544345581775,103.846103299786
7,CLARKE QUAY,179885,MOXY HOTEL,1.29155320677629,103.844671834054
10,SELEGIE ROAD,180010,SELEGIE HOUSE,1.30370879401395,103.850537238747
48,WATERLOO STREET,187952,SINGAPORE CALLIGRAPHY CENTRE,1.29849240921775,103.850970744948
155,WATERLOO STREET,187962,STAMFORD ARTS CENTRE,1.30016968504677,103.852997351658
166,WATERLOO STREET,187963,WATERLOO VIEW,1.30076378356785,103.852719817474
2,VICTORIA STREET,187995,SMRT HEADQUARTER BUILDING,1.29469228201557,103.851511840883
26,SEAH STREET,188382,MINT MUSEUM OF TOYS,1.29632393767871,103.854637087614
7,PURVIS STREET,188586,BEACH ROAD CONSERVATION AREA,1.29674959280256,103.85514042372
9,PURVIS STREET,188588,NIL,1.29669777606947,103.855255063985
530,NORTH BRIDGE ROAD,188747,BUGIS POINT,1.29883591544935,103.856129271354
111,MIDDLE ROAD,188969,NATIONAL DESIGN CENTRE,1.29847943603692,103.853501293482
111,MIDDLE ROAD,188969,UNIVERSITY OF THE ARTS SINGAPORE,1.29866019801715,103.853474024625
112,MIDDLE ROAD,188970,MIDLAND HOUSE,1.29907498369995,103.853742833504
210,MIDDLE ROAD,188994,SINGAPORE POOLS BUILDING,1.30117342723628,103.851274599853
210,MIDDLE ROAD,188994,TOTE BOARD (TOTE BOARD),1.30108996302321,103.85131529736
11,BALI LANE,189848,KAMPONG GLAM CONSERVATION AREA,1.30063100774606,103.85894459936
11A,BALI LANE,189848,KAMPONG GLAM CONSERVATION AREA,1.30063100801977,103.858944599632
11B,BALI LANE,189848,KAMPONG GLAM CONSERVATION AREA,1.30063100801977,103.858944599632
22A,BALI LANE,189858,KAMPONG GLAM CONSERVATION AREA,1.30098498187952,103.858656798297
22,BALI LANE,189858,KAMPONG GLAM CONSERVATION AREA,1.30098498160579,103.858656798297
60,ALBERT STREET,189969,FARE SYSTEM DEPARTMENT,1.30237807553016,103.853794530856
60,ALBERT STREET,189969,OG ALBERT COMPLEX,1.30228157828276,103.853837802677
43,SULTAN GATE,198491,KAMPONG GLAM CONSERVATION AREA,1.30156947049014,103.860559854939
43A,SULTAN GATE,198491,KAMPONG GLAM CONSERVATION AREA,1.30156947021641,103.860559855211
57,JALAN SULTAN,198978,KAMPONG GLAM CONSERVATION AREA,1.30248118798302,103.861445970795
85,JALAN SULTAN,198992,NIL,1.30289627291974,103.861190326859
85A,JALAN SULTAN,198992,NIL,1.30289682831099,103.861191487097
91,JALAN SULTAN,198995,KAMPONG GLAM CONSERVATION AREA,1.30299094215524,103.861135445361
95,JALAN SULTAN,198998,KAMPONG GLAM CONSERVATION AREA,1.30305042070016,103.861092159261
37,BUSSORAH STREET,199455,NIL,1.30186074110223,103.859598609701
42,BUSSORAH STREET,199460,NIL,1.30200018255747,103.85949680835
76,ARAB STREET,199773,KAMPONG GLAM CONSERVATION AREA,1.30140722647657,103.859245354449
86,ARAB STREET,199782,KAMPONG GLAM CONSERVATION AREA,1.30155242004747,103.859126185321
140,ARAB STREET,199827,KAMPONG GLAM CONSERVATION AREA,1.30258422337189,103.85811752019
63,ALIWAL STREET,199939,KAMPONG GLAM CONSERVATION AREA,1.30299953358526,103.86048264853
77,ALIWAL STREET,199948,HOTEL JJH ALIWAL,1.30336025680988,103.860268085418
77D,ALIWAL STREET,199948,HOTEL JJH ALIWAL,1.30336025653616,103.860268085146
77A,ALIWAL STREET,199948,HOTEL JJH ALIWAL,1.30336025653616,103.860268085146
77B,ALIWAL STREET,199948,HOTEL JJH ALIWAL,1.30336025653616,103.860268085146
77C,ALIWAL STREET,199948,HOTEL JJH ALIWAL,1.30336025653616,103.860268085146
16,UPPER WELD ROAD,207373,LITTLE INDIA CONSERVATION AREA,1.30539240658124,103.854798651679
17,UPPER WELD ROAD,207374,LITTLE INDIA CONSERVATION AREA,1.30542108018372,103.85475802855
21,UPPER WELD ROAD,207378,LITTLE INDIA CONSERVATION AREA,1.30553374048337,103.854594843292
20,UPPER DICKSON ROAD,207479,LITTLE INDIA CONSERVATION AREA,1.30626248390194,103.852457598992
200-1,SYED ALWI ROAD,207733,NIL,1.30839654481855,103.857114738951
43A,SAM LEONG ROAD,207933,DESKER ROAD CONSERVATION AREA,1.30962301879341,103.856377230794
43,SAM LEONG ROAD,207933,DESKER ROAD CONSERVATION AREA,1.30963452097395,103.856385652527
44,SAM LEONG ROAD,207934,NIL,1.30988686626921,103.856570543369
12,ROWELL ROAD,207970,LITTLE INDIA CONSERVATION AREA,1.30895257477548,103.854042540161
14,ROWELL ROAD,207972,LITTLE INDIA CONSERVATION AREA,1.30892699823004,103.854079440623
20,ROWELL ROAD,207978,LITTLE INDIA CONSERVATION AREA,1.30885103231386,103.854189131087
37,ROWELL ROAD,207990,DESKER ROAD CONSERVATION AREA,1.30882752862541,103.854787959696
37A,ROWELL ROAD,207990,DESKER ROAD CONSERVATION AREA,1.30882752862541,103.854787959696
73,ROWELL ROAD,208010,DESKER ROAD CONSERVATION AREA,1.3083163360773,103.855579125856
75,ROWELL ROAD,208011,DESKER ROAD CONSERVATION AREA,1.30829365536303,103.855612363666
81,ROWELL ROAD,208014,DESKER ROAD CONSERVATION AREA,1.30822658381843,103.855718333282
81A,ROWELL ROAD,208014,DESKER ROAD CONSERVATION AREA,1.30822658381843,103.855718333554
81B,ROWELL ROAD,208014,DESKER ROAD CONSERVATION AREA,1.30822658381843,103.855718333554
31,NORRIS ROAD,208273,LITTLE INDIA CONSERVATION AREA,1.3081446518492,103.853956822277
32,NORRIS ROAD,208274,LITTLE INDIA CONSERVATION AREA,1.3078436029158,103.853943758078
34,NORRIS ROAD,208276,LITTLE INDIA CONSERVATION AREA,1.3078346199612,103.853993028231
142,JALAN BESAR,208860,NIL,1.30680172147251,103.856461036668
197,JALAN BESAR,208884,DESKER ROAD CONSERVATION AREA,1.30857352189065,103.857147483641
197A,JALAN BESAR,208884,DESKER ROAD CONSERVATION AREA,1.30857352189065,103.857147483369
197B,JALAN BESAR,208884,DESKER ROAD CONSERVATION AREA,1.30857352189065,103.857147483369
302,JALAN BESAR,208963,302 @ BESAR,1.31133525844231,103.85944189656
311A,JALAN BESAR,208970,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31132587055681,103.858962389647
311,JALAN BESAR,208970,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31137897305226,103.858994015711
311C,JALAN BESAR,208970,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31132587055681,103.858962389647
311B,JALAN BESAR,208970,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31132587055681,103.858962389647
331D,JALAN BESAR,208983,ALLINTON,1.31188420605731,103.85925646337
331C,JALAN BESAR,208983,ALLINTON,1.31188420605731,103.85925646337
331,JALAN BESAR,208983,ALLINTON,1.31188420578359,103.859256463098
331B,JALAN BESAR,208983,ALLINTON,1.31188420605731,103.85925646337
359,JALAN BESAR,208992,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31254990172642,103.859528229503
377A,JALAN BESAR,208999,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31311005583642,103.859693093846
377C,JALAN BESAR,208999,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31311005583642,103.859693093846
377,JALAN BESAR,208999,PETAIN ROAD/TYRWHITT ROAD CONSERVATION AREA,1.31320112299325,103.859585722094
7,HINDOO ROAD,209108,CHERN SENG BUILDING,1.30873484923478,103.853876125276
28,DUNLOP STREET,209356,SNOOZE INN @ DUNLOP STREET,1.30473825344436,103.854027474299
151,DUNLOP STREET,209466,LITTLE INDIA CONSERVATION AREA,1.30594212595694,103.852102912885
151A,DUNLOP STREET,209466,LITTLE INDIA CONSERVATION AREA,1.30594212595694,103.852102913157
161,DUNLOP STREET,209471,LITTLE INDIA CONSERVATION AREA,1.30604792955722,103.851948391909
32,DESKER ROAD,209564,DESKER ROAD CONSERVATION AREA,1.30918954689789,103.854675197021
34,DESKER ROAD,209566,DESKER ROAD CONSERVATION AREA,1.30916806184815,103.85470993479
1E,DALHOUSIE LANE,209668,NIL,1.30516781943789,103.852139179776
20,BEATTY ROAD,209947,NIL,1.31378868964032,103.859325383515
20A,BEATTY ROAD,209947,NIL,1.31378868964032,103.859325383787
20B,BEATTY ROAD,209947,NIL,1.31378868964032,103.859325383787
18,FARRER PARK ROAD,210018,FARRER PARK FIELDS,1.30964145284649,103.851166603031
683,TESSENSOHN ROAD,210683,NIL,1.31445853642293,103.856019195126
44,TRURO ROAD,217584,NIL,1.31418870813428,103.849706484953
45,TRURO ROAD,217585,NIL,1.31419894107212,103.849118141385
53,TRURO ROAD,217590,NIL,1.31438658209728,103.848841881097
