Postal Code,Building Name,Full Address,Non-Residential,Date Added
462811,Ping Yi Court,"811B Chai Chee Street Ping Yi Court, Singapore 462811",True,15/02/2026
463811,Ping Yi Court,"811C Chai Chee Street Ping Yi Court, Singapore 463811",True,15/02/2026
464811,Ping Yi Court,"811D Chai Chee Street Ping Yi Court, Singapore 464811",True,15/02/2026
486030,Hansapoint,"10 Changi Business Park Central 2 Hansapoint, Singapore 486030",True,15/02/2026
547503,Recreation Road,"29 Recreation Road, Singapore 547503",True,15/02/2026
555938,Serangoon Garden Way,"27 Serangoon Garden Way, Singapore 555938",True,15/02/2026
570097,97 Bishan Street 12,"97 Bishan Street 12, Singapore 570097",False,15/02/2026
570099,99 Bishan Street 12,"99 Bishan Street 12, Singapore 570099",False,15/02/2026
570100,100 Bishan Street 12,"100 Bishan Street 12, Singapore 570100",False,15/02/2026
571100,100A Bishan Street 12,"100A Bishan Street 12, Singapore 571100",False,15/02/2026
572100,100B Bishan Street 12,"100B Bishan Street 12, Singapore 572100",False,15/02/2026
579240,Lauw & Sons Garden,"78 Clover Avenue Lauw & Sons Garden, Singapore 579240",True,15/02/2026
589594,Hong Kong Park,"21A Hua Guan Avenue Hong Kong Park, Singapore 589594",True,15/02/2026
600423,Teban Gardens Road,"423 Teban Gardens Road, Singapore 600423",True,15/02/2026
600424,Teban Heights,"424 Teban Gardens Road Teban Heights, Singapore 600424",True,15/02/2026
600425,Teban Gardens Road,"425 Teban Gardens Road, Singapore 600425",True,15/02/2026
600426,Teban Gardens Road,"426 Teban Gardens Road, Singapore 600426",True,15/02/2026
601425,Teban Gardens Road,"425A Teban Gardens Road, Singapore 601425",True,15/02/2026
602425,Teban Gardens Road,"425B Teban Gardens Road, Singapore 602425",True,15/02/2026
639387,170 Tuas South Avenue 5,"170 Tuas South Avenue 5, Singapore 639387",False,15/02/2026
639942,Nanyang Crescent MRT Station (jw4),"75 Nanyang Drive Nanyang Crescent MRT Station (jw4), Singapore 639942",True,15/02/2026
639943,Peng Kang Hill MRT Station (jw5),"57 Nanyang Drive Peng Kang Hill MRT Station (jw5), Singapore 639943",True,15/02/2026
649938,29 Corporation Road,"29 Corporation Road, Singapore 649938",False,15/02/2026
659779,Bukit Batok West MRT Station (je3),"399 Bukit Batok West Avenue 8 Bukit Batok West MRT Station (je3), Singapore 659779",True,15/02/2026
659961,Tengah Park MRT Station (je2),"15 Bukit Batok Road Tengah Park MRT Station (je2), Singapore 659961",True,15/02/2026
669759,Phoenix Heights Estate,"8A Phoenix Garden Phoenix Heights Estate, Singapore 669759",True,15/02/2026
679535,14 Jalan Emas Urai,"14 Jalan Emas Urai, Singapore 679535",False,15/02/2026
699852,16 Sungei Tengah Lane,"16 Sungei Tengah Lane, Singapore 699852",False,15/02/2026
730912,912 Woodlands North Link,"912 Woodlands North Link, Singapore 730912",False,15/02/2026
730913,913 Woodlands North Link,"913 Woodlands North Link, Singapore 730913",False,15/02/2026
730915,915 Woodlands North Link,"915 Woodlands North Link, Singapore 730915",False,15/02/2026
730916,916 Woodlands North Link,"916 Woodlands North Link, Singapore 730916",False,15/02/2026
730917,917 Woodlands North Link,"917 Woodlands North Link, Singapore 730917",False,15/02/2026
730918,918 Woodlands North Link,"918 Woodlands North Link, Singapore 730918",False,15/02/2026
730919,919 Woodlands North Link,"919 Woodlands North Link, Singapore 730919",False,15/02/2026
731912,912A Woodlands North Link,"912A Woodlands North Link, Singapore 731912",False,15/02/2026
731913,913A Woodlands North Link,"913A Woodlands North Link, Singapore 731913",False,15/02/2026
731916,916A Woodlands North Link,"916A Woodlands North Link, Singapore 731916",False,15/02/2026
731917,917A Woodlands North Link,"917A Woodlands North Link, Singapore 731917",False,15/02/2026
731918,918A Woodlands North Link,"918A Woodlands North Link, Singapore 731918",False,15/02/2026
732913,913B Woodlands North Link,"913B Woodlands North Link, Singapore 732913",False,15/02/2026
732917,917B Woodlands North Link,"917B Woodlands North Link, Singapore 732917",False,15/02/2026
732918,918B Woodlands North Link,"918B Woodlands North Link, Singapore 732918",False,15/02/2026
733913,913C Woodlands North Link,"913C Woodlands North Link, Singapore 733913",False,15/02/2026
733918,918C Woodlands North Link,"918C Woodlands North Link, Singapore 733918",False,15/02/2026
750426,426 Admiralty Lane,"426 Admiralty Lane, Singapore 750426",False,15/02/2026
750427,427 Admiralty Lane,"427 Admiralty Lane, Singapore 750427",False,15/02/2026
750428,428 Admiralty Lane,"428 Admiralty Lane, Singapore 750428",False,15/02/2026
750446,446 Admiralty Lane,"446 Admiralty Lane, Singapore 750446",False,15/02/2026
750448,448 Admiralty Lane,"448 Admiralty Lane, Singapore 750448",False,15/02/2026
751426,426A Admiralty Lane,"426A Admiralty Lane, Singapore 751426",False,15/02/2026
751427,427A Admiralty Lane,"427A Admiralty Lane, Singapore 751427",False,15/02/2026
751446,446A Admiralty Lane,"446A Admiralty Lane, Singapore 751446",False,15/02/2026
751448,448A Admiralty Lane,"448A Admiralty Lane, Singapore 751448",False,15/02/2026
752426,426B Admiralty Lane,"426B Admiralty Lane, Singapore 752426",False,15/02/2026
752427,427B Admiralty Lane,"427B Admiralty Lane, Singapore 752427",False,15/02/2026
752446,446B Admiralty Lane,"446B Admiralty Lane, Singapore 752446",False,15/02/2026
752448,448B Admiralty Lane,"448B Admiralty Lane, Singapore 752448",False,15/02/2026
758975,Zap Building,"3 Woodlands Industrial Park E7 Zap Building, Singapore 758975",True,15/02/2026
758976,Woodlands Industrial Park E7,"5 Woodlands Industrial Park E7, Singapore 758976",True,15/02/2026
759817,3A Canberra View,"3A Canberra View, Singapore 759817",False,15/02/2026
760340,340 Yishun Street 31,"340 Yishun Street 31, Singapore 760340",False,15/02/2026
760341,341 Yishun Street 31,"341 Yishun Street 31, Singapore 760341",False,15/02/2026
760969,969 Bah Soon Pah Road,"969 Bah Soon Pah Road, Singapore 760969",False,15/02/2026
760970,970 Bah Soon Pah Road,"970 Bah Soon Pah Road, Singapore 760970",False,15/02/2026
760971,971 Bah Soon Pah Road,"971 Bah Soon Pah Road, Singapore 760971",False,15/02/2026
761340,340A Yishun Street 31,"340A Yishun Street 31, Singapore 761340",False,15/02/2026
761341,341A Yishun Street 31,"341A Yishun Street 31, Singapore 761341",False,15/02/2026
761969,969A Bah Soon Pah Road,"969A Bah Soon Pah Road, Singapore 761969",False,15/02/2026
761970,970A Bah Soon Pah Road,"970A Bah Soon Pah Road, Singapore 761970",False,15/02/2026
761971,971A Bah Soon Pah Road,"971A Bah Soon Pah Road, Singapore 761971",False,15/02/2026
762340,340B Yishun Street 31,"340B Yishun Street 31, Singapore 762340",False,15/02/2026
762341,341B Yishun Street 31,"341B Yishun Street 31, Singapore 762341",False,15/02/2026
762970,970B Bah Soon Pah Road,"970B Bah Soon Pah Road, Singapore 762970",False,15/02/2026
762971,971B Bah Soon Pah Road,"971B Bah Soon Pah Road, Singapore 762971",False,15/02/2026
763969,969C Bah Soon Pah Road,"969C Bah Soon Pah Road, Singapore 763969",False,15/02/2026
790480,480 Fernvale Drive,"480 Fernvale Drive, Singapore 790480",False,15/02/2026
790481,481 Fernvale Drive,"481 Fernvale Drive, Singapore 790481",False,15/02/2026
790482,482 Fernvale Drive,"482 Fernvale Drive, Singapore 790482",False,15/02/2026
791480,480A Fernvale Drive,"480A Fernvale Drive, Singapore 791480",False,15/02/2026
791482,482A Fernvale Drive,"482A Fernvale Drive, Singapore 791482",False,15/02/2026
792481,481B Fernvale Drive,"481B Fernvale Drive, Singapore 792481",False,15/02/2026
792482,482B Fernvale Drive,"482B Fernvale Drive, Singapore 792482",False,15/02/2026
798982,2B Seletar North Link,"2B Seletar North Link, Singapore 798982",False,15/02/2026
798983,2C Seletar North Link,"2C Seletar North Link, Singapore 798983",False,15/02/2026
799347,2A Seletar North Link,"2A Seletar North Link, Singapore 799347",False,15/02/2026
804041,80 Seletar Green Walk,"80 Seletar Green Walk, Singapore 804041",False,15/02/2026
804042,82 Seletar Green Walk,"82 Seletar Green Walk, Singapore 804042",False,15/02/2026
804043,84 Seletar Green Walk,"84 Seletar Green Walk, Singapore 804043",False,15/02/2026
804046,86 Seletar Green Walk,"86 Seletar Green Walk, Singapore 804046",False,15/02/2026
804047,88 Seletar Green Walk,"88 Seletar Green Walk, Singapore 804047",False,15/02/2026
804048,90 Seletar Green Walk,"90 Seletar Green Walk, Singapore 804048",False,15/02/2026
804049,92 Seletar Green Walk,"92 Seletar Green Walk, Singapore 804049",False,15/02/2026
804050,94 Seletar Green Walk,"94 Seletar Green Walk, Singapore 804050",False,15/02/2026
804051,96 Seletar Green Walk,"96 Seletar Green Walk, Singapore 804051",False,15/02/2026
804052,98 Seletar Green Walk,"98 Seletar Green Walk, Singapore 804052",False,15/02/2026
804053,100 Seletar Green Walk,"100 Seletar Green Walk, Singapore 804053",False,15/02/2026
804054,102 Seletar Green Walk,"102 Seletar Green Walk, Singapore 804054",False,15/02/2026
804055,104 Seletar Green Walk,"104 Seletar Green Walk, Singapore 804055",False,15/02/2026
804056,1 Luxus Hill Heights,"1 Luxus Hill Heights, Singapore 804056",False,15/02/2026
804061,2 Luxus Hill Heights,"2 Luxus Hill Heights, Singapore 804061",False,15/02/2026
804062,3 Luxus Hill Heights,"3 Luxus Hill Heights, Singapore 804062",False,15/02/2026
804063,4 Luxus Hill Heights,"4 Luxus Hill Heights, Singapore 804063",False,15/02/2026
804064,5 Luxus Hill Heights,"5 Luxus Hill Heights, Singapore 804064",False,15/02/2026
804065,6 Luxus Hill Heights,"6 Luxus Hill Heights, Singapore 804065",False,15/02/2026
804066,7 Luxus Hill Heights,"7 Luxus Hill Heights, Singapore 804066",False,15/02/2026
804067,8 Luxus Hill Heights,"8 Luxus Hill Heights, Singapore 804067",False,15/02/2026
804068,9 Luxus Hill Heights,"9 Luxus Hill Heights, Singapore 804068",False,15/02/2026
804069,10 Luxus Hill Heights,"10 Luxus Hill Heights, Singapore 804069",False,15/02/2026
804070,11 Luxus Hill Heights,"11 Luxus Hill Heights, Singapore 804070",False,15/02/2026
804071,12 Luxus Hill Heights,"12 Luxus Hill Heights, Singapore 804071",False,15/02/2026
804072,13 Luxus Hill Heights,"13 Luxus Hill Heights, Singapore 804072",False,15/02/2026
804073,14 Luxus Hill Heights,"14 Luxus Hill Heights, Singapore 804073",False,15/02/2026
804074,15 Luxus Hill Heights,"15 Luxus Hill Heights, Singapore 804074",False,15/02/2026
804075,16 Luxus Hill Heights,"16 Luxus Hill Heights, Singapore 804075",False,15/02/2026
804076,17 Luxus Hill Heights,"17 Luxus Hill Heights, Singapore 804076",False,15/02/2026
804077,18 Luxus Hill Heights,"18 Luxus Hill Heights, Singapore 804077",False,15/02/2026
804078,19 Luxus Hill Heights,"19 Luxus Hill Heights, Singapore 804078",False,15/02/2026
804079,20 Luxus Hill Heights,"20 Luxus Hill Heights, Singapore 804079",False,15/02/2026
804080,21 Luxus Hill Heights,"21 Luxus Hill Heights, Singapore 804080",False,15/02/2026
804081,22 Luxus Hill Heights,"22 Luxus Hill Heights, Singapore 804081",False,15/02/2026
804082,23 Luxus Hill Heights,"23 Luxus Hill Heights, Singapore 804082",False,15/02/2026
804083,24 Luxus Hill Heights,"24 Luxus Hill Heights, Singapore 804083",False,15/02/2026
804084,25 Luxus Hill Heights,"25 Luxus Hill Heights, Singapore 804084",False,15/02/2026
804085,26 Luxus Hill Heights,"26 Luxus Hill Heights, Singapore 804085",False,15/02/2026
804086,27 Luxus Hill Heights,"27 Luxus Hill Heights, Singapore 804086",False,15/02/2026
804087,28 Luxus Hill Heights,"28 Luxus Hill Heights, Singapore 804087",False,15/02/2026
804088,29 Luxus Hill Heights,"29 Luxus Hill Heights, Singapore 804088",False,15/02/2026
804089,30 Luxus Hill Heights,"30 Luxus Hill Heights, Singapore 804089",False,15/02/2026
804090,31 Luxus Hill Heights,"31 Luxus Hill Heights, Singapore 804090",False,15/02/2026
804091,32 Luxus Hill Heights,"32 Luxus Hill Heights, Singapore 804091",False,15/02/2026
804092,33 Luxus Hill Heights,"33 Luxus Hill Heights, Singapore 804092",False,15/02/2026
804093,34 Luxus Hill Heights,"34 Luxus Hill Heights, Singapore 804093",False,15/02/2026
804094,35 Luxus Hill Heights,"35 Luxus Hill Heights, Singapore 804094",False,15/02/2026
804095,36 Luxus Hill Heights,"36 Luxus Hill Heights, Singapore 804095",False,15/02/2026
804096,37 Luxus Hill Heights,"37 Luxus Hill Heights, Singapore 804096",False,15/02/2026
804097,38 Luxus Hill Heights,"38 Luxus Hill Heights, Singapore 804097",False,15/02/2026
804098,39 Luxus Hill Heights,"39 Luxus Hill Heights, Singapore 804098",False,15/02/2026
804099,40 Luxus Hill Heights,"40 Luxus Hill Heights, Singapore 804099",False,15/02/2026
804100,41 Luxus Hill Heights,"41 Luxus Hill Heights, Singapore 804100",False,15/02/2026
804101,42 Luxus Hill Heights,"42 Luxus Hill Heights, Singapore 804101",False,15/02/2026
804102,43 Luxus Hill Heights,"43 Luxus Hill Heights, Singapore 804102",False,15/02/2026
804103,44 Luxus Hill Heights,"44 Luxus Hill Heights, Singapore 804103",False,15/02/2026
804104,45 Luxus Hill Heights,"45 Luxus Hill Heights, Singapore 804104",False,15/02/2026
804105,46 Luxus Hill Heights,"46 Luxus Hill Heights, Singapore 804105",False,15/02/2026
804106,47 Luxus Hill Heights,"47 Luxus Hill Heights, Singapore 804106",False,15/02/2026
804107,48 Luxus Hill Heights,"48 Luxus Hill Heights, Singapore 804107",False,15/02/2026
804108,49 Luxus Hill Heights,"49 Luxus Hill Heights, Singapore 804108",False,15/02/2026
804109,50 Luxus Hill Heights,"50 Luxus Hill Heights, Singapore 804109",False,15/02/2026
804110,51 Luxus Hill Heights,"51 Luxus Hill Heights, Singapore 804110",False,15/02/2026
804111,52 Luxus Hill Heights,"52 Luxus Hill Heights, Singapore 804111",False,15/02/2026
804112,53 Luxus Hill Heights,"53 Luxus Hill Heights, Singapore 804112",False,15/02/2026
804113,54 Luxus Hill Heights,"54 Luxus Hill Heights, Singapore 804113",False,15/02/2026
804114,55 Luxus Hill Heights,"55 Luxus Hill Heights, Singapore 804114",False,15/02/2026
804115,56 Luxus Hill Heights,"56 Luxus Hill Heights, Singapore 804115",False,15/02/2026
804116,57 Luxus Hill Heights,"57 Luxus Hill Heights, Singapore 804116",False,15/02/2026
804117,58 Luxus Hill Heights,"58 Luxus Hill Heights, Singapore 804117",False,15/02/2026
804118,59 Luxus Hill Heights,"59 Luxus Hill Heights, Singapore 804118",False,15/02/2026
804119,60 Luxus Hill Heights,"60 Luxus Hill Heights, Singapore 804119",False,15/02/2026
804120,61 Luxus Hill Heights,"61 Luxus Hill Heights, Singapore 804120",False,15/02/2026
804121,62 Luxus Hill Heights,"62 Luxus Hill Heights, Singapore 804121",False,15/02/2026
804122,63 Luxus Hill Heights,"63 Luxus Hill Heights, Singapore 804122",False,15/02/2026
804123,64 Luxus Hill Heights,"64 Luxus Hill Heights, Singapore 804123",False,15/02/2026
804124,65 Luxus Hill Heights,"65 Luxus Hill Heights, Singapore 804124",False,15/02/2026
804125,66 Luxus Hill Heights,"66 Luxus Hill Heights, Singapore 804125",False,15/02/2026
804126,67 Luxus Hill Heights,"67 Luxus Hill Heights, Singapore 804126",False,15/02/2026
804127,68 Luxus Hill Heights,"68 Luxus Hill Heights, Singapore 804127",False,15/02/2026
804128,69 Luxus Hill Heights,"69 Luxus Hill Heights, Singapore 804128",False,15/02/2026
804129,70 Luxus Hill Heights,"70 Luxus Hill Heights, Singapore 804129",False,15/02/2026
804130,71 Luxus Hill Heights,"71 Luxus Hill Heights, Singapore 804130",False,15/02/2026
804131,72 Luxus Hill Heights,"72 Luxus Hill Heights, Singapore 804131",False,15/02/2026
804132,73 Luxus Hill Heights,"73 Luxus Hill Heights, Singapore 804132",False,15/02/2026
804133,74 Luxus Hill Heights,"74 Luxus Hill Heights, Singapore 804133",False,15/02/2026
804134,75 Luxus Hill Heights,"75 Luxus Hill Heights, Singapore 804134",False,15/02/2026
804135,76 Luxus Hill Heights,"76 Luxus Hill Heights, Singapore 804135",False,15/02/2026
804136,77 Luxus Hill Heights,"77 Luxus Hill Heights, Singapore 804136",False,15/02/2026
804137,78 Luxus Hill Heights,"78 Luxus Hill Heights, Singapore 804137",False,15/02/2026
804138,79 Luxus Hill Heights,"79 Luxus Hill Heights, Singapore 804138",False,15/02/2026
804139,80 Luxus Hill Heights,"80 Luxus Hill Heights, Singapore 804139",False,15/02/2026
804140,81 Luxus Hill Heights,"81 Luxus Hill Heights, Singapore 804140",False,15/02/2026
804141,82 Luxus Hill Heights,"82 Luxus Hill Heights, Singapore 804141",False,15/02/2026
804142,83 Luxus Hill Heights,"83 Luxus Hill Heights, Singapore 804142",False,15/02/2026
804143,84 Luxus Hill Heights,"84 Luxus Hill Heights, Singapore 804143",False,15/02/2026
804144,85 Luxus Hill Heights,"85 Luxus Hill Heights, Singapore 804144",False,15/02/2026
804145,86 Luxus Hill Heights,"86 Luxus Hill Heights, Singapore 804145",False,15/02/2026
804146,87 Luxus Hill Heights,"87 Luxus Hill Heights, Singapore 804146",False,15/02/2026
804147,88 Luxus Hill Heights,"88 Luxus Hill Heights, Singapore 804147",False,15/02/2026
804148,89 Luxus Hill Heights,"89 Luxus Hill Heights, Singapore 804148",False,15/02/2026
804149,90 Luxus Hill Heights,"90 Luxus Hill Heights, Singapore 804149",False,15/02/2026
804150,91 Luxus Hill Heights,"91 Luxus Hill Heights, Singapore 804150",False,15/02/2026
804151,92 Luxus Hill Heights,"92 Luxus Hill Heights, Singapore 804151",False,15/02/2026
804152,93 Luxus Hill Heights,"93 Luxus Hill Heights, Singapore 804152",False,15/02/2026
804153,94 Luxus Hill Heights,"94 Luxus Hill Heights, Singapore 804153",False,15/02/2026
804154,96 Luxus Hill Heights,"96 Luxus Hill Heights, Singapore 804154",False,15/02/2026
804155,98 Luxus Hill Heights,"98 Luxus Hill Heights, Singapore 804155",False,15/02/2026
804156,100 Luxus Hill Heights,"100 Luxus Hill Heights, Singapore 804156",False,15/02/2026
804157,102 Luxus Hill Heights,"102 Luxus Hill Heights, Singapore 804157",False,15/02/2026
804158,104 Luxus Hill Heights,"104 Luxus Hill Heights, Singapore 804158",False,15/02/2026
804159,106 Luxus Hill Heights,"106 Luxus Hill Heights, Singapore 804159",False,15/02/2026
804160,108 Luxus Hill Heights,"108 Luxus Hill Heights, Singapore 804160",False,15/02/2026
804161,110 Luxus Hill Heights,"110 Luxus Hill Heights, Singapore 804161",False,15/02/2026
804162,112 Luxus Hill Heights,"112 Luxus Hill Heights, Singapore 804162",False,15/02/2026
804163,114 Luxus Hill Heights,"114 Luxus Hill Heights, Singapore 804163",False,15/02/2026
804164,116 Luxus Hill Heights,"116 Luxus Hill Heights, Singapore 804164",False,15/02/2026
804165,118 Luxus Hill Heights,"118 Luxus Hill Heights, Singapore 804165",False,15/02/2026
804166,120 Luxus Hill Heights,"120 Luxus Hill Heights, Singapore 804166",False,15/02/2026
804167,122 Luxus Hill Heights,"122 Luxus Hill Heights, Singapore 804167",False,15/02/2026
804168,124 Luxus Hill Heights,"124 Luxus Hill Heights, Singapore 804168",False,15/02/2026
804169,126 Luxus Hill Heights,"126 Luxus Hill Heights, Singapore 804169",False,15/02/2026
804170,128 Luxus Hill Heights,"128 Luxus Hill Heights, Singapore 804170",False,15/02/2026
804171,130 Luxus Hill Heights,"130 Luxus Hill Heights, Singapore 804171",False,15/02/2026
804172,132 Luxus Hill Heights,"132 Luxus Hill Heights, Singapore 804172",False,15/02/2026
804173,134 Luxus Hill Heights,"134 Luxus Hill Heights, Singapore 804173",False,15/02/2026
804174,136 Luxus Hill Heights,"136 Luxus Hill Heights, Singapore 804174",False,15/02/2026
804175,138 Luxus Hill Heights,"138 Luxus Hill Heights, Singapore 804175",False,15/02/2026
804176,140 Luxus Hill Heights,"140 Luxus Hill Heights, Singapore 804176",False,15/02/2026
804177,142 Luxus Hill Heights,"142 Luxus Hill Heights, Singapore 804177",False,15/02/2026
804178,144 Luxus Hill Heights,"144 Luxus Hill Heights, Singapore 804178",False,15/02/2026
804179,146 Luxus Hill Heights,"146 Luxus Hill Heights, Singapore 804179",False,15/02/2026
804180,148 Luxus Hill Heights,"148 Luxus Hill Heights, Singapore 804180",False,15/02/2026
804181,150 Luxus Hill Heights,"150 Luxus Hill Heights, Singapore 804181",False,15/02/2026
804182,24 Luxus Hill Close,"24 Luxus Hill Close, Singapore 804182",False,15/02/2026
804183,26 Luxus Hill Close,"26 Luxus Hill Close, Singapore 804183",False,15/02/2026
804184,28 Luxus Hill Close,"28 Luxus Hill Close, Singapore 804184",False,15/02/2026
804185,30 Luxus Hill Close,"30 Luxus Hill Close, Singapore 804185",False,15/02/2026
804187,14 Luxus Hill Close,"14 Luxus Hill Close, Singapore 804187",False,15/02/2026
804188,16 Luxus Hill Close,"16 Luxus Hill Close, Singapore 804188",False,15/02/2026
804189,18 Luxus Hill Close,"18 Luxus Hill Close, Singapore 804189",False,15/02/2026
804190,20 Luxus Hill Close,"20 Luxus Hill Close, Singapore 804190",False,15/02/2026
804191,22 Luxus Hill Close,"22 Luxus Hill Close, Singapore 804191",False,15/02/2026
804192,4 Luxus Hill Close,"4 Luxus Hill Close, Singapore 804192",False,15/02/2026
804193,6 Luxus Hill Close,"6 Luxus Hill Close, Singapore 804193",False,15/02/2026
804194,8 Luxus Hill Close,"8 Luxus Hill Close, Singapore 804194",False,15/02/2026
804195,10 Luxus Hill Close,"10 Luxus Hill Close, Singapore 804195",False,15/02/2026
804196,12 Luxus Hill Close,"12 Luxus Hill Close, Singapore 804196",False,15/02/2026
804197,2 Luxus Hill Close,"2 Luxus Hill Close, Singapore 804197",False,15/02/2026
808494,106 Seletar Green Walk,"106 Seletar Green Walk, Singapore 808494",False,15/02/2026
808495,108 Seletar Green Walk,"108 Seletar Green Walk, Singapore 808495",False,15/02/2026
808496,110 Seletar Green Walk,"110 Seletar Green Walk, Singapore 808496",False,15/02/2026
808497,112 Seletar Green Walk,"112 Seletar Green Walk, Singapore 808497",False,15/02/2026
808498,114 Seletar Green Walk,"114 Seletar Green Walk, Singapore 808498",False,15/02/2026
809104,77 Luxus Hill Drive,"77 Luxus Hill Drive, Singapore 809104",False,15/02/2026
349532,1 Kallang Way,"1 Kallang Way, Singapore 349532",False,15/02/2026
449984,Marine Parade Community Building,"1 Marine Drive Marine Parade Community Building, Singapore 449984",True,15/02/2026
787110,906Q Upper Thomson Road,"906Q Upper Thomson Road, Singapore 787110",False,15/02/2026
